salary,years_experience,age,research_grants,publications,teaching_hours,gender,national,university_type,academic_rank,performance_score,research_output,grant_funding
29361.66894,12.98614109,37.85083397,50147.25363,6,5.815783728,Male,Expat,Semi-government,Lecturer,75.81164022,17.42258503,58804.93252
22049.11879,0.994711329,35.59907774,24561.61998,9,5.619499537,Male,Expat,Public,Assistant Professor,66.10653972,14.18275668,51756.63317
24683.3845,10.18968918,25,54988.35375,7,11.23443849,Male,UAE National,Public,Lecturer,60.0852392,22.87826096,42397.98731
26984.55789,10.33927755,40.58144419,71921.39815,13,11.73239011,Female,Expat,Semi-government,Associate Professor,79.58433056,24.36332339,62476.10637
20667.33325,9.409657365,43.64723356,44335.63922,11,11.43421551,Male,UAE National,Semi-government,Assistant Professor,82.15506385,22.7862784,57620.27746
29363.9921,17.99323585,51.91290487,27599.05155,18,12.15711831,Female,Expat,Semi-government,Lecturer,82.48439089,24.66596699,74287.00464
24901.84678,8.212772886,36.85176115,41073.5897,12,8.504394,Male,Expat,Private,Lecturer,71.62628602,13.7234468,44654.85762
28670.42403,14.48533098,38.39717938,67973.38321,10,8.90668184,Female,Expat,Semi-government,Associate Professor,77.80720347,21.13298282,59379.21203
22230.24645,11.2887627,33.55862599,73052.96207,6,12.82211652,Male,UAE National,Semi-government,Assistant Professor,72.88463321,25.96201318,48276.25451
24392.49544,13.70412173,45.54284605,47316.39579,8,13.87677391,Male,UAE National,Semi-government,Assistant Professor,82.31726781,24.06411965,51351.79067
28548.05743,12.43936142,38.21823439,68513.44419,7,10.34665128,Female,Expat,Semi-government,Associate Professor,73.91362202,20.91918427,49297.77489
27108.68662,13.40108053,41.80609218,73821.7171,12,11.47159741,Male,UAE National,Semi-government,Associate Professor,74.14691806,17.95364289,49988.97498
30167.30375,14.45099206,41.14439016,23385.89737,14,11.40577911,Female,Expat,Public,Lecturer,63.3183783,25.96118594,57379.5163
16086.24855,0.531926665,35.98572646,64656.58164,13,13.41004098,Female,Expat,Public,Lecturer,75.1377069,18.32289567,49549.92592
32083.38541,12.29193352,35.63166561,54166.45017,14,15.08315625,Female,UAE National,Public,Assistant Professor,69.0019029,5.737898189,57058.09807
23480.29403,12.36816038,46.8977881,75841.20669,10,10.68345003,Female,Expat,Public,Professor,65.77965176,17.4324977,42211.23268
26571.59587,7.256375461,31.78904634,63711.79493,9,7.238435791,Female,Expat,Public,Lecturer,70.32289299,25.80142606,51284.18536
26032.15337,12.97514733,44.06886699,17489.11933,6,12.42334349,Male,UAE National,Private,Associate Professor,62.43463226,12.91726612,47329.71577
27026.37912,11.74900012,32.20702523,41789.63035,14,12.73587523,Male,Expat,Private,Lecturer,74.32484507,18.44648369,32407.20116
30836.52241,17.66716851,33.19571777,10899.02459,14,13.95289704,Female,Expat,Semi-government,Lecturer,81.53541118,22.80396561,52486.62037
20640.54904,11.23252389,34.17538322,8507.199249,9,12.71319518,Male,UAE National,Semi-government,Professor,62.91573718,15.67530436,51509.2696
29768.7843,17.11374068,41.79471725,49588.78885,14,9.410430863,Male,Expat,Public,Professor,65.90700389,19.80642063,49202.24582
21396.17359,9.803463562,50.27276635,56632.95334,11,13.58410801,Female,Expat,Semi-government,Professor,72.10928855,20.32203618,48748.53746
28969.36042,15.4437431,36.8918338,72885.86137,14,10.78771406,Female,UAE National,Private,Assistant Professor,80.62078156,26.86589961,55298.15396
27016.81056,9.45195098,39.39467517,47519.57225,14,12.68977304,Male,UAE National,Semi-government,Professor,57.38786179,19.29324226,36704.95093
20347.44283,10.77595342,39.71339537,46266.42075,11,13.49733152,Female,UAE National,Public,Lecturer,68.91648159,21.95335852,55618.72623
27164.61821,9.342637022,49.99603921,48859.17666,17,6.004965099,Male,UAE National,Semi-government,Lecturer,56.62440515,32.38430633,34589.97959
19677.92409,4.989062721,43.16655825,21915.20867,14,7.196456404,Female,UAE National,Public,Associate Professor,72.48647376,22.06789302,55575.24417
27492.20668,6.183569479,42.48887993,55870.7506,10,12.73649605,Male,UAE National,Semi-government,Associate Professor,63.69174235,26.18017171,36169.04126
34955.20503,18.21336477,33.67280495,54033.0581,9,15.82281678,Female,Expat,Semi-government,Assistant Professor,76.93554149,11.595904,62811.80014
23991.02678,12.73559558,32.41685826,36327.31435,12,14.97577893,Male,UAE National,Semi-government,Assistant Professor,76.20778839,16.00571043,50158.75474
24075.92403,11.86052736,45.0692882,88005.36849,13,11.46395734,Female,Expat,Semi-government,Associate Professor,61.1762329,15.30681113,40207.02277
31332.92749,14.47519157,39.99749062,41611.30495,6,13.10779133,Male,Expat,Private,Associate Professor,72.25992162,15.65620333,53428.67639
19203.74155,1.157803172,34.7340127,68904.23069,11,10.95742517,Male,Expat,Private,Professor,67.82544017,16.57198704,43549.61314
27480.38145,10.94790808,41.83197114,32634.78077,8,12.66056794,Male,UAE National,Public,Professor,72.96608437,16.1784762,44580.94466
22472.12107,13.41784662,50.36850449,53351.40212,7,9.846440357,Female,UAE National,Semi-government,Lecturer,59.42406984,36.64557443,45036.11151
19589.56213,6.770179104,53.19584715,82701.32789,6,14.01305341,Female,Expat,Private,Lecturer,60.18171633,26.78486838,45881.97259
14486.22266,5.840888959,33.32574552,52217.72766,6,14.55422981,Male,Expat,Private,Lecturer,86.08367096,13.4972471,71177.60578
20920.91332,6.853683032,37.02513694,46195.18311,10,12.1399121,Female,UAE National,Private,Assistant Professor,72.0401824,21.84997211,58351.38146
26122.4572,10.71694234,44.73079393,31901.04334,13,10.38364549,Female,Expat,Private,Professor,72.53253108,20.37194206,53706.56
28524.29107,9.328604189,48.5945441,82151.56613,13,19.20475098,Female,Expat,Public,Professor,62.1703551,23.60133654,45014.01456
22915.16241,11.20660967,41.31435812,42322.50517,12,12.04408229,Female,Expat,Public,Associate Professor,73.81289247,23.70694205,54845.37909
23490.54766,7.20849123,36.81856245,46125.8924,9,8.671633334,Female,UAE National,Public,Professor,62.56975663,20.66671304,45632.28129
31183.29592,4.853142459,36.38440502,49074.77565,9,8.911167087,Male,Expat,Public,Assistant Professor,74.04769495,24.74025442,45900.3345
21562.72008,9.983127713,55.10150126,58259.97824,7,9.635771238,Female,UAE National,Public,Professor,66.84949608,8.557434179,48348.96873
21613.44826,6.55136113,36.22989007,70432.45968,11,13.91061048,Male,UAE National,Private,Associate Professor,67.70065262,19.93092132,44321.95448
27895.81128,8.484101086,55.2913527,59468.14831,10,13.22127115,Male,Expat,Private,Associate Professor,62.85771624,17.97240783,51753.98244
28136.90902,11.24654298,40.88428254,43135.88146,14,14.29100445,Female,Expat,Private,Associate Professor,70.56915181,18.567246,52157.53502
27583.06426,11.80751763,29.26297801,51859.58493,17,14.10546912,Male,UAE National,Semi-government,Lecturer,70.36194349,22.44223661,54200.979
29610.85932,14.89429025,36.70068945,59133.76021,12,11.53117099,Male,Expat,Public,Assistant Professor,81.07616254,16.94639891,62025.85439
22174.74519,9.734396735,53.42939739,82870.83018,13,10.15516769,Female,UAE National,Semi-government,Associate Professor,67.48796188,21.26267443,51316.49275
36180.34619,14.76437274,34.30223389,75618.79153,7,9.008205126,Male,Expat,Private,Assistant Professor,83.00641953,19.30493086,55835.4706
15747.12917,3.804464622,39.01013856,36152.98452,10,15.61073416,Female,UAE National,Private,Assistant Professor,54.35960034,18.91033553,37016.80139
24855.63631,7.625481717,45.69857728,54861.83455,14,17.03160153,Female,Expat,Semi-government,Lecturer,67.77844882,10.03290028,37499.8445
17467.64809,0.361637103,37.30757928,44695.24919,12,11.56010468,Female,UAE National,Semi-government,Assistant Professor,54.75426788,16.08329018,46504.19382
26087.07313,8.229796445,43.37236867,18355.53667,5,11.30764154,Male,UAE National,Private,Assistant Professor,59.85369652,11.19061559,42029.88835
35612.45103,19.93530556,27.49572555,38518.34846,13,12.30935275,Male,UAE National,Private,Lecturer,74.02391279,11.53691231,52667.34832
20758.36297,0,39.56876121,76408.2802,11,5.805404167,Female,Expat,Semi-government,Lecturer,66.0384325,18.2698714,33541.75406
23275.89271,3.270101599,35.05886658,60537.95847,9,8.055364007,Female,UAE National,Public,Professor,46.00899866,10.49883155,31587.11335
23950.76381,11.31280665,39.09497558,47229.75511,11,15.08118128,Female,Expat,Public,Associate Professor,75.52719647,14.2404471,51384.19718
26773.44053,7.669817491,40.47187377,64849.17827,8,15.64934216,Female,Expat,Public,Assistant Professor,83.39539123,18.13439251,59956.42127
15677.60366,1.847633781,51.97368326,20104.87707,14,8.60679411,Female,UAE National,Public,Professor,86.30614498,26.46401262,46755.95484
25092.16093,7.673447716,44.17800509,80689.64204,8,10.70202146,Female,UAE National,Public,Associate Professor,61.72537013,13.75754645,47391.17264
25579.6515,12.60561214,41.25354983,47533.11872,8,14.86128077,Female,UAE National,Private,Professor,77.00161656,18.07018953,64948.23712
26117.41512,10.07136534,36.33721291,22043.89043,5,11.84547242,Female,Expat,Semi-government,Professor,58.60190836,14.70322158,49755.42672
30378.35418,6.624108625,49.4451273,41524.80636,16,11.0486915,Male,Expat,Public,Professor,77.09973994,29.98768884,50639.77165
32992.22957,15.63352568,41.42200085,49273.38784,13,10.16273133,Female,Expat,Private,Professor,72.96801361,20.66481266,49145.81133
25051.54071,10.44790341,29.30619649,45285.7751,5,9.541839509,Female,Expat,Private,Assistant Professor,74.58224443,16.94160081,68059.62977
33177.13946,20.28747735,44.66835442,75825.47678,5,13.72130133,Male,Expat,Semi-government,Lecturer,76.38770432,24.93926004,59266.4642
31928.06979,16.31853339,36.31064214,83066.19274,6,15.29245491,Male,UAE National,Private,Lecturer,75.85127591,30.18192151,58579.33404
30671.69316,11.06598314,30.34382682,46997.66097,13,5.516088341,Male,UAE National,Private,Assistant Professor,75.30252652,11.43015779,51819.47897
16282.90436,0,52.87024685,43410.214,10,14.91146538,Female,Expat,Semi-government,Lecturer,56.69195606,9.7345417,37948.14386
17150.30963,5.553795859,41.81347399,52058.34781,11,8.736320964,Male,UAE National,Public,Professor,59.0635064,14.52692488,36183.10301
23390.24213,9.547333588,54.25439127,49242.13837,10,6.39989824,Female,UAE National,Public,Lecturer,70.39167046,16.3067226,54892.67933
23103.25702,11.9340426,41.94925779,49490.11743,10,12.1209231,Female,UAE National,Semi-government,Professor,55.66191043,19.34850434,38791.96953
28377.96085,12.23858463,25,68564.91383,13,8.251305264,Male,UAE National,Semi-government,Lecturer,55.48729496,19.11239775,43455.61782
19346.42851,7.417851781,31.03005008,54101.50678,16,13.54848907,Female,UAE National,Private,Professor,67.02592283,29.55989853,49133.61392
21869.49379,4.052940536,46.25704001,58004.71711,9,10.2243718,Male,UAE National,Private,Assistant Professor,72.96368979,18.79254663,56481.69407
20728.26594,4.98021314,45.68439282,64661.08563,9,8.896206121,Female,UAE National,Semi-government,Lecturer,58.72404056,27.16361314,33257.81877
23198.91922,7.586282389,34.16318024,28157.16813,7,14.81690841,Female,UAE National,Private,Assistant Professor,63.19002089,25.97991045,44555.82804
28143.98651,13.6538206,39.02354294,91364.52083,8,15.73512302,Male,UAE National,Semi-government,Assistant Professor,75.06791626,15.12960806,50608.45945
23381.97133,10.42946503,36.15332968,60091.63629,6,10.02949359,Female,Expat,Private,Professor,85.85128344,16.05413903,62071.79072
15426.41525,2.751773902,48.0130546,66063.09485,4,14.09115294,Male,UAE National,Public,Professor,69.97481958,26.67426952,49009.51553
20793.9215,9.159280907,29.65899722,77022.2818,10,12.36190428,Female,UAE National,Public,Lecturer,54.77366049,19.30603029,33621.90483
20648.22333,5.999807178,49.11644429,73722.90948,14,6.802516215,Male,Expat,Private,Associate Professor,72.14341359,12.17093803,48886.39172
16961.02903,6.938816327,43.78104277,22359.64863,10,17.34505436,Male,UAE National,Private,Associate Professor,57.48843,28.69530001,36181.43694
27766.61514,12.10793305,25.65514838,44793.81917,8,11.93723689,Female,Expat,Semi-government,Assistant Professor,58.89146552,16.99538232,46460.81994
27117.9308,9.77294391,35.61439761,58566.84101,5,12.62905819,Male,Expat,Semi-government,Associate Professor,74.96766484,17.01215989,48961.06127
16902.8521,0,38.34710976,65324.8595,11,10.5003869,Female,UAE National,Semi-government,Associate Professor,50.35036257,23.86790301,29835.9938
15155.22417,2.416787253,41.53518189,26068.84143,8,11.76423482,Female,UAE National,Semi-government,Assistant Professor,60.11587494,32.86539807,34519.42309
23303.33621,9.872128439,39.60776527,82477.69986,9,13.70927676,Male,Expat,Public,Associate Professor,64.03918442,19.06288454,41493.22206
27029.63252,11.51909298,42.84535159,46602.95285,11,6.069535293,Male,Expat,Public,Professor,53.20120611,21.80734594,37819.76939
38267.57645,23.79830019,52.75553913,97887.23801,11,10.64566383,Male,Expat,Private,Associate Professor,82.24332646,14.05956714,60288.65407
32834.98148,16.87219047,56.4237762,22214.0254,13,7.959643014,Male,Expat,Public,Lecturer,72.68971454,23.83424472,46722.09963
27345.19957,13.09577131,48.33379731,44449.11487,14,12.93846671,Female,Expat,Public,Associate Professor,74.42547393,16.97583178,50657.21796
26326.85432,13.35240309,32.2129693,67783.0765,7,13.82082783,Male,Expat,Private,Lecturer,85.52384188,25.6161047,67419.89363
19071.07217,2.009378241,44.26687396,37291.8024,13,10.54611431,Female,UAE National,Public,Lecturer,71.3436911,19.23019419,50092.13581
29538.23721,7.784779894,34.11839172,33782.12128,10,12.70078524,Male,Expat,Private,Associate Professor,78.23711838,19.0063678,50278.60383
23028.31135,6.782250838,26.15038957,57727.65308,10,13.85420548,Male,UAE National,Semi-government,Assistant Professor,78.66143366,21.91361718,61685.4679
22421.84334,3.811687888,46.15071741,35038.07871,15,12.19437405,Male,UAE National,Public,Assistant Professor,65.82521117,21.88239808,39505.99631
25766.76258,3.538686524,35.22420571,32987.73494,6,10.20785682,Male,UAE National,Public,Lecturer,62.54273671,16.65901289,43022.40158
27205.44658,10.82380421,36.0245438,38517.98649,12,11.26201398,Male,Expat,Public,Associate Professor,82.67704975,26.82101364,63387.8379
14529.89757,0,43.3951515,90843.55821,10,14.25956985,Female,UAE National,Private,Associate Professor,69.16284815,16.70881285,50073.33881
34744.77572,13.9713234,29.84535603,38071.77184,14,15.66165181,Male,UAE National,Public,Lecturer,86.31161219,18.92333389,64826.71658
23990.64702,3.217090977,53.05485519,38310.89416,9,12.82173326,Male,UAE National,Private,Assistant Professor,64.2074697,31.44270022,49057.70589
29332.2045,14.59227222,38.2278939,42926.28481,24,12.91525621,Female,Expat,Public,Professor,90.57051848,27.24174075,65470.17132
35924.46254,20.06135223,32.11568319,51167.40582,12,13.77327159,Male,Expat,Public,Associate Professor,85.10440552,11.51524741,62377.45042
26137.05217,13.46739456,38.80047425,10022.22186,8,15.18544994,Female,Expat,Public,Lecturer,76.99748112,18.15391828,63406.22073
35864.90775,21.81936247,31.18184208,57634.68338,11,14.83690028,Female,Expat,Private,Professor,73.45681854,20.24849099,59897.2594
18105.09261,5.768216725,39.69943484,39213.89971,8,6.575114015,Male,Expat,Public,Lecturer,56.88004535,29.88888242,34578.69361
22666.52641,5.233356959,42.89133854,44926.47845,9,11.8083665,Male,Expat,Semi-government,Professor,70.32114382,20.05433982,46324.81756
18973.15499,6.070069837,42.78049291,42532.6315,7,13.5130952,Male,Expat,Public,Associate Professor,67.44065847,18.64953904,43489.11457
17397.56635,5.90785667,37.94927457,51740.32961,10,10.89893216,Female,UAE National,Semi-government,Assistant Professor,76.41683711,23.37931755,45488.90732
30049.21153,6.957051384,54.79489713,92105.94859,13,12.43685099,Male,UAE National,Semi-government,Lecturer,58.74993876,24.7961239,48023.54775
19878.70996,6.960890065,34.44319705,40573.68558,12,7.41067776,Female,Expat,Semi-government,Assistant Professor,67.18179113,28.36381256,41112.35676
25424.79481,5.258259979,25.30912173,20429.06126,10,13.29108792,Male,UAE National,Semi-government,Lecturer,81.16993946,21.16286774,49544.6895
20926.5512,7.733859753,29.31614745,57588.10795,19,10.89877606,Male,UAE National,Semi-government,Associate Professor,65.24929504,23.24344123,43733.81167
13194.17831,6.91819296,42.91312237,49782.65726,8,11.8015022,Male,Expat,Private,Professor,67.96429427,18.33098537,54063.75719
17987.41975,3.455898004,53.03333092,18012.10476,11,12.80791857,Female,Expat,Semi-government,Assistant Professor,60.71355494,25.62866857,42963.24138
23305.86708,10.42843581,42.23414271,49474.78413,17,10.54804698,Male,Expat,Private,Assistant Professor,69.39968541,23.55247335,39727.84756
25474.90153,11.5089595,37.30996209,48852.18594,10,13.34423502,Female,UAE National,Private,Lecturer,69.98489554,15.32621949,61152.38582
27658.81591,18.55306686,47.5033243,64029.89564,7,8.810891181,Male,UAE National,Semi-government,Professor,88.46718715,15.13190937,58122.051
33754.68224,17.81706679,30.99156831,87974.69963,12,13.51578403,Male,Expat,Semi-government,Professor,71.54904896,22.49066106,52717.26588
30704.50697,20.3126246,43.78777519,9653.224038,16,4.537629724,Male,UAE National,Public,Professor,66.91967971,11.35271343,61755.62169
15951.50175,0,40.79909564,73318.33041,9,6.352437746,Female,UAE National,Public,Lecturer,58.61787004,15.18180987,39235.76722
22748.46515,9.597001254,34.95980016,3915.761281,15,8.953010307,Male,UAE National,Private,Professor,71.18715575,20.76756765,55494.97423
22545.0256,3.367639358,39.52467855,26417.83571,16,6.720123354,Female,Expat,Private,Assistant Professor,70.98512486,23.0998141,54935.63688
20400.80815,1.118768333,27.21702292,52734.93295,9,13.93739292,Male,UAE National,Private,Lecturer,66.62066622,14.67598243,39042.48387
26094.15116,8.569978891,51.07625638,54771.09908,8,15.58553223,Female,UAE National,Private,Assistant Professor,67.07057178,21.55445095,51246.82811
22194.12082,5.834719715,45.85564402,42779.81553,11,13.61463482,Female,Expat,Private,Assistant Professor,57.67032298,23.35559423,40528.37575
23206.59877,8.857000423,32.11356953,83467.27892,8,8.920939133,Male,Expat,Semi-government,Lecturer,66.60146557,13.37340708,49736.00304
22017.83225,6.913734067,39.01016843,45589.23542,9,7.917495065,Male,UAE National,Private,Lecturer,64.19458322,19.37677318,53758.99175
16075.20644,7.305790719,32.27002944,106486.6118,10,8.6879231,Male,Expat,Public,Lecturer,65.17068951,16.75549227,38750.62147
27462.32339,12.57127378,37.30890444,63117.84276,6,10.82182128,Male,UAE National,Semi-government,Assistant Professor,77.76156176,18.51695611,53833.70099
26811.1681,8.953890631,32.28369764,58644.33382,9,11.67441647,Female,UAE National,Public,Assistant Professor,70.38953597,20.88067999,44434.94807
17616.77812,1.118823836,34.20807735,13859.1721,6,11.43882745,Female,Expat,Private,Associate Professor,69.17892029,25.08856572,40327.76363
30508.79248,13.40679755,49.56384521,14121.57774,12,11.96015073,Female,UAE National,Public,Assistant Professor,76.2983291,25.60433361,52616.65162
28097.14283,14.47677715,46.0761191,30373.48127,7,15.11101597,Male,Expat,Public,Assistant Professor,68.4758029,12.97605677,57585.66897
30271.3854,14.3719459,40.98462561,50389.16511,10,8.484506099,Male,UAE National,Private,Assistant Professor,90.38973912,21.70325775,64651.49042
34466.56237,15.40883364,48.7784015,42002.0002,14,14.05767137,Male,Expat,Private,Associate Professor,83.52572013,14.10082986,49479.82309
26278.76872,10.33495359,54.03946457,67049.37287,8,13.71283708,Male,UAE National,Semi-government,Assistant Professor,70.89810134,14.28266715,45085.47452
23427.29382,0.769060689,45.54286067,36011.7092,9,14.60341638,Female,Expat,Public,Associate Professor,49.61154313,29.43241789,33092.89472
17979.31067,7.60581272,48.72689336,44503.9539,12,13.90965962,Female,Expat,Semi-government,Lecturer,76.73419527,19.34266965,47348.15722
21729.59852,5.87294735,44.74053819,66835.6155,15,11.84257843,Female,UAE National,Public,Associate Professor,65.50328541,20.09719226,49420.67686
18789.86362,4.051666705,47.08952951,69406.32404,8,11.69383083,Female,Expat,Private,Associate Professor,64.60445755,24.76926297,34622.85149
23988.91498,11.5023718,44.83296712,35884.53034,16,14.03098229,Female,Expat,Private,Professor,68.91777581,28.27645314,57026.52464
24260.95815,12.86563907,31.55928505,111965.9887,14,13.49946491,Female,UAE National,Semi-government,Assistant Professor,69.88529129,22.89987481,57840.50774
24872.60808,5.255417396,50.14121209,60617.88628,9,12.49647469,Female,UAE National,Public,Assistant Professor,50.12983851,25.14685551,32856.44472
23967.88358,6.646898955,38.67494872,96873.08106,8,9.321680078,Male,UAE National,Public,Lecturer,72.84597131,15.42760921,56067.22839
26283.56632,11.06646854,29.02027562,24515.35762,12,12.31014599,Female,UAE National,Public,Lecturer,70.32101203,20.4632507,49345.16491
28363.31409,11.44361831,44.42711186,57858.27021,9,3.56811505,Male,UAE National,Semi-government,Lecturer,64.93857957,16.79752056,51153.09474
26551.22086,13.91695255,42.53086657,25662.06579,7,12.80523982,Male,Expat,Semi-government,Associate Professor,72.00836822,14.77132548,57786.04669
27119.64794,12.7884553,57.70024832,27396.42541,12,10.16036432,Male,UAE National,Semi-government,Professor,84.93401288,23.64783092,55752.1031
26029.46933,16.70737958,43.35764487,45388.27203,9,12.02768098,Male,UAE National,Semi-government,Lecturer,74.27352325,23.83998894,59681.11861
28538.26464,12.56953925,37.02144758,52526.28399,10,20.30512082,Female,UAE National,Semi-government,Lecturer,79.89943248,26.7134715,60134.07454
17950.33271,6.06108124,46.72587586,71253.14582,12,12.81505075,Female,Expat,Private,Lecturer,45.91142909,23.11557005,32415.5991
23557.44673,8.540943655,30.70572925,51356.77028,10,8.70396188,Male,UAE National,Public,Assistant Professor,69.1906897,23.9069012,52417.53607
37447.06407,14.34577296,25.75073268,30665.96219,17,8.97568048,Female,Expat,Semi-government,Professor,85.71556186,17.93744623,51575.09562
27501.79303,12.0743275,25.26481782,56767.14884,8,17.72247202,Male,UAE National,Semi-government,Associate Professor,69.17412635,14.76306853,53017.65339
31741.61315,14.6213507,38.10390424,65502.30243,15,8.631255968,Male,UAE National,Semi-government,Lecturer,87.56428149,12.45775465,57815.29868
27628.03451,13.06234397,39.4950159,46634.81731,9,12.01839435,Female,Expat,Private,Assistant Professor,68.66291732,18.31621827,57127.96785
21586.28637,12.73142124,27.38402814,33558.47976,10,11.47936675,Male,UAE National,Semi-government,Associate Professor,61.99590644,19.69798897,41505.37887
21529.961,8.074890941,41.16669176,4678.958117,16,10.97897855,Female,Expat,Semi-government,Associate Professor,62.73987707,15.27658851,53728.89406
29272.08155,12.04326406,38.43687719,44503.09399,13,12.28638612,Female,UAE National,Private,Associate Professor,76.74739607,20.50002897,54042.97933
26760.62665,12.96778361,39.26880354,80574.95701,6,14.42777588,Male,UAE National,Semi-government,Associate Professor,74.64508346,16.5432238,51286.11926
20360.4236,2.09404649,54.089505,78546.10729,11,14.92560163,Male,UAE National,Private,Associate Professor,61.95182873,32.50451925,43698.16417
25379.46409,13.46459312,31.60275601,71979.66715,13,17.95702923,Male,Expat,Semi-government,Assistant Professor,80.14340922,16.82646902,60445.022
31014.01091,14.82425817,57.32044854,69875.64429,14,6.72537337,Female,Expat,Private,Lecturer,76.6810241,23.6501816,52909.44259
28706.01945,8.326123339,40.33060506,36415.38694,9,8.974700938,Female,UAE National,Public,Associate Professor,74.8060973,16.56653564,42194.56203
29553.23142,9.66410855,57.47277387,84091.84187,15,8.052607775,Female,Expat,Private,Lecturer,71.42164913,12.06709373,58819.17963
25138.67066,12.31592398,40.01830349,67296.48877,12,11.2025149,Female,UAE National,Semi-government,Professor,78.69376009,21.47366007,54302.49389
27886.61278,10.88410436,38.95951765,42053.53495,13,9.647037089,Female,Expat,Private,Lecturer,74.45716385,15.53035399,65254.05119
22637.20937,6.410405546,41.81627583,5528.516641,9,15.81728515,Male,UAE National,Semi-government,Associate Professor,69.93063889,20.10817493,55019.10861
21457.17114,12.18369276,42.57665849,75050.81462,7,12.8855861,Female,UAE National,Private,Assistant Professor,48.51665261,16.76531754,29343.28195
24940.66339,6.150019669,36.33893401,47860.5706,14,14.66341181,Female,Expat,Private,Professor,74.32636389,19.80511035,53152.57742
23990.92952,10.86670832,32.08033766,70677.6211,8,13.7611726,Female,UAE National,Semi-government,Professor,90.71714991,21.49705405,58201.64594
28246.37846,6.729621584,45.10928135,45281.66941,13,15.23437619,Female,Expat,Private,Assistant Professor,55.35001296,24.26592418,41468.54261
24229.31647,13.39571388,42.22678908,30976.31259,7,17.05710526,Male,Expat,Public,Lecturer,66.24009292,16.9864352,46276.7937
20565.72967,3.101909176,25,67741.59553,11,10.27854026,Female,UAE National,Public,Lecturer,50.3955513,19.06913371,29675.07619
23721.97896,3.533635211,33.30463437,65415.00419,11,12.97577849,Male,Expat,Semi-government,Lecturer,60.93375431,21.72619949,44317.80728
33675.4766,17.46344284,30.38280379,39247.08484,8,11.75048468,Female,UAE National,Public,Associate Professor,72.99587392,19.85835578,50854.17819
20843.46784,9.814816015,41.07437198,74049.02496,12,11.36326707,Male,Expat,Private,Assistant Professor,69.07534614,9.92675075,55833.65238
31323.31685,11.26582619,39.52139085,52144.15924,11,12.54684067,Male,UAE National,Public,Assistant Professor,58.57640054,21.18292001,36148.73511
28100.26212,11.26869831,44.58995537,50062.95454,10,15.72848068,Male,Expat,Semi-government,Lecturer,77.31887733,15.76542066,51595.12532
27776.75555,9.996457027,40.31557639,51246.62699,10,6.678674603,Male,UAE National,Private,Associate Professor,70.12635507,34.27878218,53400.88423
21394.32341,5.363234329,38.6175861,82086.78217,9,14.985503,Male,Expat,Private,Lecturer,51.51263565,16.6072378,35995.48252
28451.7274,7.618895632,45.12434348,64187.05029,10,15.04617699,Female,Expat,Public,Associate Professor,88.07995357,19.49198244,63174.38517
24934.92682,2.256908506,31.36210943,33278.1666,13,11.54901488,Male,UAE National,Semi-government,Lecturer,49.16450189,21.70033784,24037.04914
19213.82743,6.612176738,37.38643029,63181.08688,9,16.0035184,Male,UAE National,Public,Lecturer,81.59901652,32.42816299,51569.01435
29916.64107,16.3617675,42.28642629,82465.13381,5,12.55235819,Male,Expat,Public,Assistant Professor,72.94702351,15.34996627,64542.54866
29183.1452,14.26987988,39.37415473,51978.67574,7,13.33727955,Male,Expat,Private,Professor,88.98929733,17.56785597,63776.65531
17429.0563,1.134837659,36.17883534,54804.11688,11,4.826764304,Female,Expat,Semi-government,Professor,45.77441597,18.1986503,18665.45677
23603.99227,6.457966165,41.7329998,22091.0299,7,11.9124819,Male,Expat,Public,Lecturer,63.94571072,19.40891027,40081.24065
29291.6684,7.345145511,30.56432268,44377.4903,11,11.18611031,Female,Expat,Semi-government,Professor,64.96309051,4.393449968,44382.90251
17368.22029,4.349653305,36.92045689,0,8,15.47541599,Female,UAE National,Private,Associate Professor,61.63248021,24.32352112,33830.07238
25012.74024,9.017667083,47.43527988,17532.3494,10,15.19627417,Male,Expat,Semi-government,Lecturer,54.38178414,30.40164414,46328.77741
24817.85563,7.868212019,48.38965701,49667.79315,8,8.920123551,Male,UAE National,Private,Professor,63.03572064,24.85075474,41812.52322
35046.6441,18.73681599,42.30982402,67162.78142,9,14.89841898,Female,UAE National,Public,Associate Professor,87.83060374,17.58190175,69430.38685
26354.01824,10.30839925,31.06250831,65680.05559,15,10.82653088,Female,UAE National,Private,Assistant Professor,54.82830457,26.1799054,33950.40935
20278.91092,4.951346476,50.23571945,53161.78451,13,10.61143114,Male,UAE National,Semi-government,Assistant Professor,63.40406852,16.45939091,37677.0453
23878.76082,5.406567443,25,54209.92598,13,9.057705469,Male,UAE National,Public,Assistant Professor,69.43985143,19.75496106,39875.49291
19990.79679,2.079320285,48.49096772,18082.12063,11,7.497593954,Female,Expat,Public,Assistant Professor,52.18381756,21.97920124,34552.94284
25749.36809,13.72502656,31.31156334,53225.99085,12,11.26245505,Male,Expat,Private,Associate Professor,69.09264887,19.3490102,47779.30992
33349.95007,17.71621764,43.59374977,65277.20703,14,17.97628322,Male,Expat,Public,Assistant Professor,82.66571908,9.847208677,54938.27097
21756.30545,0,53.33779289,58192.72237,13,8.996971367,Male,UAE National,Semi-government,Associate Professor,53.76852018,24.28442063,23625.97468
25162.03309,8.783080103,43.78430626,53686.18128,10,14.15179063,Male,Expat,Private,Professor,79.40415795,15.55168467,55390.30302
