Remote_Work,Has_Health_Benefits,Department,Job_Level,Avg_Weekly_Work_Hours,Avg_Employee_Satisfaction_Score,Avg_Stress_Level,Performance_Score,Project_Deadlines_Met (%),Num_Annual_Projects_Completed
0,1,Finance,Mid-Level,32.96148517198357,5.482918416664301,52.175956189390725,52.171586220609875,52.31553438194971,5
0,1,HR,Mid-Level,55.89648889359553,4.590151202690833,61.89763532328016,32.640029474338135,38.640487011816866,6
1,1,IT,Entry-Level,35.752232817504286,6.473918710550351,48.16914301818084,57.833328704019245,59.37970179779375,7
0,0,Finance,Entry-Level,37.31889775062839,6.295033595728319,43.13227420726266,57.91445747221449,56.55406952110638,4
1,0,IT,Senior-Level,42.73870267591697,6.265148822756116,47.6095665178114,53.137102681037604,56.57830862660037,6
1,1,Finance,Entry-Level,52.4332833657182,6.481286950215317,44.44125856398826,58.39186618221709,57.663277708500935,13
1,1,IT,Entry-Level,46.83180781241779,7.23047346073592,29.77929332089749,63.8668627349548,64.62049108028049,3
0,1,IT,Mid-Level,43.31892400289529,6.465681859782925,39.279789845143526,52.952999231109445,48.943885321278835,7
0,1,Marketing,Entry-Level,43.70630824094485,4.963018015619099,57.81919857520722,41.5756406132784,37.049649303811684,7
1,0,IT,Senior-Level,40.34811734914773,5.342362434872088,54.8251781206475,52.892516536256494,54.55348312867904,2
0,0,Marketing,Mid-Level,44.46511611614805,5.357583641525335,52.52089708950231,41.552189766995255,44.86337662885003,5
0,1,HR,Senior-Level,20.0,6.596920418396905,35.07277277219931,65.80299943113307,71.6400019387929,2
1,1,HR,Mid-Level,37.627140327441616,6.439605342810113,47.27745256796499,49.13912789235462,46.711010568323175,4
1,0,Marketing,Entry-Level,41.93057547933425,9.020274472767786,17.34402430335718,78.40108355037806,82.7923159253506,3
1,1,Marketing,Mid-Level,30.791887331043945,5.451807890508164,52.67714995828084,49.82659187160337,53.76993257153436,3
1,0,Finance,Mid-Level,43.09058654249248,3.8857680779918473,71.4328656172035,32.36401187974376,30.890523302633497,1
0,1,Finance,Entry-Level,38.36423023211103,7.183090311160337,27.888018019368413,68.17422463581548,72.33848530418462,7
1,0,Finance,Entry-Level,54.04380558652392,6.745993613310902,41.21108490023367,65.72516637960024,68.55781550845583,4
1,1,HR,Senior-Level,52.58415780171885,5.747389755694299,54.93660168065195,47.17591645181074,50.60246568742948,9
0,1,Finance,Senior-Level,36.2735554470547,3.913888340658982,68.79263951641225,29.998970661021396,36.501051797250994,4
1,1,IT,Entry-Level,38.79329830746644,6.053280453075671,43.27663075549776,58.46095942402858,61.762944966678575,6
1,0,IT,Entry-Level,39.40841947513286,6.988729494887141,39.616245061011554,70.56549251226953,64.1547981241831,3
1,0,Finance,Entry-Level,36.386724190723015,8.410778009707581,20.466152863758754,83.30150089174467,84.26918237973733,8
1,1,IT,Mid-Level,41.56019987222501,5.248896229325918,51.5515719396216,44.95494338408436,40.254538880875906,6
1,1,HR,Mid-Level,33.93374344889928,3.4032852736159347,80.63114060215617,19.275321921458726,19.729672132290162,5
0,1,IT,Mid-Level,30.95507732049979,5.295552978721255,54.16037692947014,46.49596742638739,46.776851010753305,3
0,0,HR,Entry-Level,44.98168979120215,5.7299072127838215,49.6658153122443,53.66096862598047,51.9098839176947,11
1,1,Marketing,Senior-Level,45.03623667377449,5.700461863171482,54.83123466150478,46.366503942841376,43.28369451332122,7
1,1,Marketing,Entry-Level,33.56547392272006,6.158133530941697,49.833619940770966,59.642999603989885,58.05200390174818,6
1,1,Marketing,Mid-Level,47.1628434461008,6.749957925498325,37.80478441609805,61.0617834403961,60.05030178611184,6
1,0,Marketing,Mid-Level,34.947378166677346,5.251386374742557,62.34919873516558,29.001272777700457,28.606158239896622,6
1,1,IT,Entry-Level,42.02532190430385,5.457594147395713,53.38642284667632,47.68622000080994,48.002521719220525,6
1,0,Finance,Entry-Level,46.56275210089965,6.083152803646372,50.26419877900486,47.5301752250146,49.285927701641405,5
1,0,IT,Mid-Level,39.7310994823703,7.036418131995405,35.369509590826254,57.110335458429525,56.172678531363665,8
1,1,HR,Mid-Level,43.63792729712908,4.601480744936969,69.55261897902139,26.929761112643043,30.768706416659025,6
1,0,IT,Mid-Level,35.86856284889943,5.410216145317125,59.97054117999665,38.23751897911675,38.12280345608247,8
1,1,IT,Entry-Level,38.42826733257522,6.111901187913545,41.70618743949047,63.992833641761955,66.76630609748207,13
1,1,HR,Mid-Level,38.35312455295728,5.017545597541138,65.02737280522906,27.556385605281562,26.64294315311064,4
0,1,Marketing,Mid-Level,34.02737322767809,6.7808317228352575,42.53643742422189,59.21248891365453,67.44361642166511,1
0,1,Marketing,Senior-Level,38.58580669507374,7.102148413284796,38.26994761233445,72.8324554952715,74.23424802037309,4
0,0,Marketing,Entry-Level,27.61105360909003,6.483873569869214,38.604453237795695,60.521238583820896,65.4271343877707,2
1,1,Finance,Senior-Level,36.070770022863165,8.352288233448112,23.433971703678637,75.5448258479955,73.46299988155712,7
0,1,HR,Senior-Level,37.72099605304263,5.594038092495613,57.073135706273085,46.52574689111541,45.18429605619701,4
0,0,HR,Mid-Level,37.95056198003696,7.911414765710422,22.532826824924747,80.0780811546433,79.32166819669507,5
1,1,IT,Entry-Level,38.068020433033766,7.82114820077786,31.57334253101356,75.51446858850653,82.9334683688108,8
0,0,Finance,Mid-Level,39.50588640111897,7.977678491080664,18.866179863822,80.29826449668462,79.66004444248783,6
1,0,Marketing,Entry-Level,43.835532144688514,5.590829702569089,48.7089546081366,54.80200995011155,52.331707665241346,5
0,1,Finance,Senior-Level,46.99613659306018,6.058815046724687,47.74519309592192,55.845310848448186,59.74803020908975,2
0,0,HR,Entry-Level,34.801878185213866,6.317496070938598,45.09955680220454,53.222663732038946,53.39907676924775,6
1,1,HR,Mid-Level,30.37439315688685,7.281705534972456,34.36133457994136,65.0687644701485,64.41440608819605,5
0,1,IT,Mid-Level,31.663644702055176,6.815594654444601,32.416493698450395,67.52751044425075,65.69666350981717,6
0,1,IT,Mid-Level,36.10237663044058,5.713237778522246,56.96554795319861,36.84595297359931,38.31243864820535,3
1,0,HR,Entry-Level,37.18462945746793,6.066111340703087,41.74172102437268,56.31488700835912,59.502853909188225,6
1,0,Marketing,Senior-Level,33.84003147042034,5.080947384136556,54.74537482304217,52.73544781079222,55.09970413309663,6
0,0,Marketing,Senior-Level,29.63106668600084,6.453908708514669,36.72126970813666,68.46731337021893,67.02931203773278,4
1,1,Finance,Entry-Level,36.351033380206495,5.673863338163575,52.71594114156623,44.38437927985631,41.42127121688955,7
0,1,HR,Mid-Level,41.45141296091177,4.636502670609226,69.54917055974096,30.372118697595877,18.314755227304254,4
0,0,HR,Senior-Level,44.76023572668452,5.2665732489228185,58.79248700589175,46.064462441245965,43.22805631671727,0
1,1,Marketing,Mid-Level,35.54061557513343,6.671508074584361,43.8137927267528,58.4032357109583,57.286832086934254,9
1,0,Marketing,Entry-Level,36.69601742285253,5.025115823847004,53.85798455533891,50.14157020711511,49.96445071234305,1
1,1,HR,Mid-Level,32.58641352922152,6.176180099975826,46.3900223820468,56.280618211926566,55.468184393518264,6
1,1,IT,Senior-Level,39.74848663700179,5.783046079970445,50.11820277042092,50.958854243229695,59.36148508605787,4
1,1,HR,Senior-Level,33.21257092647348,6.239315092739755,45.115834217772445,54.05470236799564,55.528797779693534,5
1,1,HR,Mid-Level,44.5850225059296,5.61096552602526,47.53497191171913,46.489485286979836,42.77655710859575,6
0,1,Marketing,Entry-Level,25.71306806452711,5.7526520030599215,53.18140029611263,50.27977413122866,52.246476326494175,8
1,1,Marketing,Mid-Level,37.1229626203803,7.078252122669405,35.09961950627074,63.79162040369221,64.96605056600566,4
0,1,IT,Entry-Level,42.40885871353394,7.368330716932069,34.761817595150326,56.99874793556546,53.84901609950904,5
0,0,IT,Mid-Level,41.47067613058003,7.554302159684062,29.171861692531834,68.099843341411,68.96626000140807,10
0,1,Finance,Senior-Level,60.0,7.483053850189402,25.995933432444357,78.2655150148197,79.8559688043705,5
0,1,HR,Entry-Level,42.79840019654326,7.503193652686755,31.74075961669281,58.678418476977455,61.75193175032061,7
1,1,Marketing,Entry-Level,31.96756322526392,5.306391561933339,52.39193760206194,42.46043982195909,37.13342306145392,6
1,1,IT,Entry-Level,39.23628602328741,7.321712291053004,36.60818726762174,64.07747973897435,66.02171377261487,4
1,1,Finance,Senior-Level,25.790029332268382,5.304431492113705,57.70421696346644,49.32437625350488,53.55409021931164,3
0,1,Finance,Mid-Level,39.35520200562591,5.447145030949585,50.52070623128843,54.47917411338067,60.14223385040481,5
0,1,Marketing,Senior-Level,33.33555154399393,8.756301657612108,20.472436798429197,87.03573629472066,83.35753371538136,4
0,0,Marketing,Entry-Level,47.323122204481294,5.0329793163915415,59.82463376332535,41.21427548030573,40.77641866240515,4
0,0,Finance,Mid-Level,35.60367780323572,4.392733478215351,62.16197968387565,36.79211814378918,36.644921558387146,5
1,0,IT,Senior-Level,39.065872673638026,7.202494581291967,35.0920598774772,69.12447349468758,71.15102970443444,2
1,0,Finance,Entry-Level,34.91553726876477,5.061292811727403,56.30287314342488,39.20029045738884,38.70640316480428,7
1,1,HR,Entry-Level,53.91081081482665,7.2076495819721345,37.15252643886201,57.960557309964805,55.814376596247286,3
0,0,HR,Senior-Level,37.430057871056704,6.029067435964105,51.46505565122503,42.75949547293487,43.41102459068955,5
1,1,Marketing,Senior-Level,54.660456347833616,7.892903697881702,31.03252389567552,74.41189920914978,73.39939301067739,6
1,1,IT,Senior-Level,46.51321409694613,8.076585930026058,23.103403211981348,72.72369390063285,74.41026249268857,8
1,0,IT,Entry-Level,43.85653381868309,6.26681170007728,44.257742155805474,60.74527488677587,58.31657272623825,5
1,1,HR,Senior-Level,42.94986517854016,6.241470121623359,48.14406580587746,52.59818561237781,49.531256644234006,3
0,1,Finance,Entry-Level,43.150378385730015,5.962903606693514,44.03480459578094,61.47389365194203,65.42021430661691,3
0,1,Marketing,Senior-Level,24.57861936523512,7.360287044904657,32.239541626661605,62.23354746651309,69.05113030792639,5
0,1,Finance,Entry-Level,37.768932846793945,6.379454761128105,44.00151406803295,52.87090764855701,58.33772132872674,7
1,1,Finance,Entry-Level,46.761263769474574,5.086188015417803,54.03942128871101,48.23052403318671,48.01474725434114,5
0,0,Finance,Mid-Level,39.60882253220716,5.807433706493418,49.326604548161946,48.51859591833728,51.68397743308082,5
0,1,IT,Senior-Level,28.7584812255714,5.958491843651519,52.7375154589882,34.795734298598376,32.736885951958264,10
0,1,HR,Senior-Level,39.58076439538024,7.027130955895784,39.94827199318651,53.19043074476452,54.714968611921506,2
0,1,IT,Entry-Level,53.63284413004393,3.967923604857816,67.57576872074239,26.857947809152645,25.1065395083927,6
1,0,HR,Entry-Level,49.97513372427776,6.894270886774639,32.35739995167829,62.44686939651962,66.21638175033995,7
1,1,Marketing,Entry-Level,39.50396792507175,4.986578438976871,57.31340445630078,46.095511452872366,49.465905606643894,4
0,0,Marketing,Mid-Level,47.611594216464695,4.730735529687375,67.72836639439942,33.95687705982431,40.184739393116736,11
0,0,Finance,Mid-Level,37.06794383705559,4.861100802470713,57.21362139123343,43.59750167565737,42.90958641305987,5
0,0,HR,Entry-Level,26.369027305386247,6.306485419791817,46.96213659402755,63.08120844716829,67.81830955044428,4
0,1,HR,Senior-Level,32.60427209496356,6.094870261275161,42.07554430005531,63.80057797778385,65.31997316356812,1
0,1,HR,Senior-Level,52.50311014806558,4.661361623273338,65.54131476569384,38.46778168531142,38.693947093014465,11
0,1,Finance,Mid-Level,37.80805534536557,7.46811928902957,28.655376121074905,63.86829357891797,64.87927509920765,3
0,1,Finance,Mid-Level,38.052928164999855,7.334902621773755,35.44813609430535,64.84956358684963,69.94360307136009,2
1,1,Marketing,Entry-Level,37.60129442980096,6.063970989023348,44.03663351762418,57.45684979398215,57.06103964930089,7
1,1,IT,Senior-Level,55.23309271658405,4.425467965833295,68.56480636267997,29.35905749101592,29.1158719053622,5
0,1,HR,Entry-Level,53.007671322896506,5.094306322858098,55.69651454061344,52.8353843632986,46.63827806980824,1
0,1,HR,Mid-Level,57.75024186758508,7.257050814583294,35.47931362234632,64.77670593052349,64.33556173642936,6
1,0,IT,Senior-Level,38.72763831679959,6.594895999625212,45.34538441922645,48.51287175458403,49.30595753845858,4
1,1,HR,Senior-Level,42.36499590997676,6.228039062580461,40.78515283855558,54.227960307698986,51.94121697441734,9
1,1,Finance,Mid-Level,27.86685960463367,7.087165262220755,39.353165116496974,72.05854657463586,69.03498097859152,4
1,1,Finance,Entry-Level,51.8154754089462,4.703296639551658,64.68334337835168,33.216041735288854,27.66232600683367,9
0,1,HR,Entry-Level,30.65776358985652,7.175122735779739,29.423853061047417,60.18350222294947,58.429550437039815,5
0,1,Finance,Senior-Level,41.73420451010103,3.749899119025079,74.1317128360156,22.8715647611519,27.13510205154325,2
1,1,Finance,Mid-Level,31.221579778937247,4.458906514087653,62.42344535276934,28.443457179811503,23.997900270484447,8
0,1,HR,Senior-Level,35.28906538609043,4.67010413394528,66.36292505905547,38.22362893329853,40.59068068873502,2
1,1,Marketing,Mid-Level,33.3019005516024,6.670875857782856,43.05590731962113,47.16983228472315,49.80787192580443,7
1,0,IT,Entry-Level,35.13699791459346,5.626555752455019,47.75088921381336,45.23808533450258,52.59667019792978,9
1,1,Finance,Mid-Level,35.68701837480817,7.630912954183868,28.50272278212932,71.5172200204263,74.632285575134,3
0,1,Marketing,Entry-Level,35.61384964059938,6.803786398192754,42.13006389399796,63.41683694108424,66.28057568440278,3
1,0,Finance,Mid-Level,46.666671294242455,5.652427815330391,57.40482271464727,42.24800694295608,43.351098702630715,6
0,1,Finance,Senior-Level,31.16109765549984,4.226772372848358,69.44094592672094,24.27082688428382,24.273398887021713,7
1,1,IT,Entry-Level,41.76433141611093,7.667558577947805,33.392647747963224,67.52016720551349,70.07676574480004,2
1,1,Finance,Senior-Level,49.74367321844447,6.325904725020945,44.517410945221016,53.14360173489831,56.889705553022424,9
0,0,IT,Senior-Level,35.89442908389283,5.916647853223894,47.73051169651217,57.93299916956839,58.444488091925244,5
1,1,IT,Entry-Level,34.256648874019184,7.926272964626835,29.063161967112723,75.21077803995252,79.08643574554624,5
1,1,IT,Entry-Level,38.155802998558,5.087129491593422,58.87023862637601,38.443964061220676,47.09359795023374,3
0,0,Marketing,Senior-Level,49.43780166688568,6.7102237585761175,39.14014502386087,64.75871902815477,64.97129574261572,6
0,0,HR,Senior-Level,41.55286104762686,6.067883761714442,47.06914473234464,54.28698333865114,54.583988221419105,6
0,1,Marketing,Senior-Level,35.750285643139215,6.745055050092926,43.22075942132184,63.613287912279574,63.336937398508624,4
0,0,HR,Senior-Level,43.87101320950432,7.151948007170978,38.159922414204885,65.52598411928798,65.92721294314896,6
0,1,HR,Entry-Level,31.18166280130861,5.745659557624237,49.89432521779168,52.840653406596495,56.50996928852555,8
1,1,IT,Entry-Level,45.450876083543584,5.936145166413887,46.76585632147967,59.87394107187515,60.13510498229792,4
0,0,Finance,Senior-Level,43.268858461614144,6.290083710220795,44.42213176582002,55.654891641967986,56.222425888902045,6
0,1,IT,Mid-Level,37.53753223088893,6.816682870170872,39.07307567479486,57.06142204550979,56.312473048527416,4
1,1,Finance,Mid-Level,33.29131361242215,5.172264705482636,54.79287006174433,46.2113286317262,47.67850113335086,9
0,1,HR,Entry-Level,32.906552621732345,4.060266832433568,74.80425902738428,23.41866945197299,21.90908028672088,5
1,1,IT,Senior-Level,44.27853869076728,5.644957058016847,52.09830849258691,50.92267425316159,47.24423215960204,7
0,1,Finance,Senior-Level,49.831844019912495,4.422231113114383,64.94177322366693,35.367946951224006,36.71096292373499,2
0,0,Marketing,Entry-Level,34.90153802376964,7.177931732739152,29.14667112269806,72.8680132394046,78.80616665364751,4
1,1,Finance,Mid-Level,43.66709362841188,5.374976694619729,52.36642158940654,41.61300474611589,40.74317254701585,4
1,1,IT,Mid-Level,23.30378385118345,7.65432490380315,33.539475215434,69.00195746134412,65.87834204996226,7
1,0,Marketing,Mid-Level,35.323058154742405,7.484589179567737,27.84612608702148,65.72775997870748,71.47468604068565,3
1,1,Finance,Entry-Level,39.75152853703278,6.426406882024165,38.909428888114455,65.89937201956229,66.03605411272184,4
1,1,Finance,Mid-Level,32.722532664145334,4.304131956971361,67.87849001620359,36.93778186674161,39.77145671422117,3
0,1,Finance,Entry-Level,32.50794900168323,4.452901290856526,64.25023743004468,37.489533232989274,35.30263576702303,3
0,0,Finance,Entry-Level,34.65776354824891,5.064736681036528,53.645070830816,47.90536371094665,47.934675413006374,2
1,1,Finance,Senior-Level,42.33754182661099,7.572354250475164,27.00949160165104,71.87222804528436,76.07389120478676,10
1,1,Marketing,Mid-Level,38.501367852749006,6.122792771507722,47.05579022918095,49.92806641266717,50.32038381949976,3
1,0,HR,Entry-Level,22.094150133400223,5.507920694226131,54.52550013352603,45.39960383932708,45.829210416816224,2
0,0,Marketing,Mid-Level,23.03439877891947,5.470471967536975,52.63304344367897,57.28038116436688,52.81459923047967,6
0,0,Marketing,Mid-Level,35.1450785771426,8.085378068936866,22.34309624778881,78.8034983361513,81.16459875200084,4
1,1,Marketing,Senior-Level,43.66149268842842,7.41174856159294,36.64523227970192,56.62602220005023,54.26837583082533,6
0,1,HR,Mid-Level,20.0,5.790779015749541,49.03883353776925,42.41937163103505,45.778472832755924,2
1,1,IT,Senior-Level,36.002158590786955,4.921196509696829,58.04436364275785,34.76526459979112,35.372408281059045,4
1,1,HR,Entry-Level,35.79001714786063,8.321960153775025,17.058082683500807,81.0539344151569,81.92759178044355,9
0,0,Marketing,Mid-Level,51.10670222566758,5.99375291538729,47.56814036780212,58.760855054029605,61.078480511183564,10
1,1,Finance,Entry-Level,36.91982550629709,5.914042519701587,52.14573154818429,42.736849519972246,43.862657867102136,5
1,1,Finance,Mid-Level,43.063911877927424,4.47730653187654,62.7441798277432,44.36455259523426,49.51991284194254,2
0,0,Marketing,Entry-Level,41.1300571206997,5.176557480177306,60.39286376356155,40.504378195121326,45.18449399169639,3
1,0,Finance,Mid-Level,22.955468161542395,4.626269008171744,58.73856978213208,43.67864855925951,40.0269168783781,7
1,0,Marketing,Mid-Level,46.145657733053895,6.752191944694697,38.000892399470985,64.27930554244749,63.767169538677926,6
1,1,Finance,Mid-Level,41.7231720436503,8.494201069940255,21.379967943150387,81.5733585403715,84.08296318211274,4
0,1,HR,Mid-Level,44.06614911739672,6.163382235434516,44.10420864407899,53.83896391581023,51.011155029769725,2
1,1,IT,Mid-Level,60.0,4.645030653268033,65.0244773781284,23.3034446757959,18.599262397439155,7
0,1,IT,Mid-Level,23.32709648401129,3.796494406753704,70.90181791286648,26.15639697480532,23.875783238539174,6
0,1,HR,Mid-Level,53.79757319808887,5.187142346587274,60.65823653446678,34.902367537852335,34.55687131929244,7
1,1,HR,Mid-Level,37.70041984479715,4.848936408099925,56.44011234202601,45.11270007649537,32.9188906452922,7
0,1,Marketing,Mid-Level,42.29863123522407,5.711326417726377,55.694594725789486,45.401599861662206,42.05993090276856,3
0,0,Marketing,Entry-Level,39.635902037590064,6.2266781532059765,41.65821879858829,56.979883085985584,51.64427727840192,3
1,0,Marketing,Senior-Level,36.60610933281565,6.370306731983689,48.0490955966957,60.72852930365474,64.16854610804019,4
1,0,Finance,Mid-Level,35.44133657408993,3.5995256673509366,75.03604288739497,21.760314049471805,24.554750529430763,5
1,0,Marketing,Senior-Level,42.63606988458408,7.234214415047664,35.86162991312186,53.00970339993369,53.84539446801484,2
1,1,HR,Mid-Level,27.862610426626567,3.634085142732207,74.22168186064778,26.37560150638116,26.6756371287453,4
0,1,IT,Mid-Level,46.00463334017413,6.641780197683055,45.16957768261912,60.77639717785061,62.410817701658935,7
0,0,Finance,Entry-Level,36.67044476091797,3.80318032248286,69.88148163642617,31.5543227515877,28.559317183099186,5
0,0,Marketing,Entry-Level,30.959445287677138,7.270371884477855,28.897774857536927,69.31903267176786,73.07769965800883,6
1,1,Finance,Senior-Level,36.39989713603349,5.093983207036324,58.78856301746974,42.413674508230315,42.69273837289461,4
1,1,Finance,Entry-Level,50.05719373490058,6.336234442306007,38.94844796078567,70.24608486076185,72.99888267154074,9
1,1,Marketing,Entry-Level,35.71731930387021,7.298397507940329,28.770992121137187,66.8533677390594,69.48261383845332,2
1,1,Finance,Senior-Level,42.86762894567696,6.003932162531665,53.27801063616418,46.876355284857084,48.478698689748896,6
0,0,IT,Entry-Level,34.15234979427621,5.047983258736259,65.14207682893954,38.20763705186357,39.14639101856709,4
0,0,HR,Mid-Level,46.06337479938895,6.765769460905625,37.32587842109756,63.94355753223042,64.65887706539544,3
0,1,HR,Senior-Level,45.48406191032164,8.130389304920271,27.51476059312398,71.24590411064969,71.05697335120621,6
1,1,IT,Senior-Level,54.788870666371295,5.992963964425459,48.62232853497567,49.24604213281528,50.694912334167526,7
0,0,Finance,Mid-Level,38.59548843600628,5.7123699601785765,48.68847006834228,49.8855575581988,50.50418518312231,8
1,1,Marketing,Entry-Level,45.34923843806325,5.3503325199708085,58.22479441331748,44.43536721379585,42.97430462469233,9
0,1,Finance,Senior-Level,40.78454031631156,4.805241925702579,64.24391857046733,38.12494323882691,39.95408742478744,5
0,1,IT,Senior-Level,50.36697425490412,6.396727629032685,49.10877228091259,61.36482063833013,62.20632070708963,4
0,1,Finance,Mid-Level,34.24934089913016,3.2790014772497877,77.83254972191395,14.483502708154475,18.112867271685907,3
1,1,HR,Mid-Level,45.96004250301825,5.725099405325953,53.36352116802938,55.42601228124362,49.99476193117039,7
1,1,Finance,Entry-Level,38.442421631066544,5.818390220871406,44.803602409896506,54.174015942980986,54.28267765437678,4
0,1,IT,Senior-Level,39.48649458313202,7.461438570908587,25.826489613457586,73.72057527960185,71.54586650082193,8
0,0,HR,Entry-Level,40.73401987558698,5.665576108679636,46.06010719525749,58.23355848053919,56.68069024727668,8
1,0,Finance,Entry-Level,42.01792317141342,6.753277696156927,44.95419581883296,59.30784623196691,60.98709031473662,1
0,1,Finance,Mid-Level,39.070167655024335,4.935226035128974,64.40457194422206,41.37851822535301,37.07033674084401,5
1,1,HR,Senior-Level,41.71770546536421,5.541951817983306,56.937254361002815,49.93663208360194,50.336039022351656,4
1,0,Marketing,Senior-Level,52.624944460497474,7.317270810662285,32.30946317551074,67.49138184806935,67.5827005352537,3
0,1,HR,Senior-Level,47.88359748492175,5.418082433224977,52.58381579616556,54.35433860775467,51.204489873962785,2
0,1,Marketing,Mid-Level,46.953236739975175,4.645183653134692,60.0729675759358,36.781251493455706,37.25547018472943,8
1,0,IT,Mid-Level,36.35568379180904,3.707968872945007,72.92047039081748,25.55304473057297,23.268385204294336,8
0,1,IT,Mid-Level,32.88607337417341,4.599924595994898,63.31255951121089,35.77736514387491,42.369816307038654,3
0,1,HR,Mid-Level,47.642404465902025,5.1385851124242805,61.412699814672166,35.954152120845166,39.56005202440004,4
1,1,HR,Mid-Level,47.00837434023836,5.797887628967532,50.90128991922745,49.397991702501926,49.59977158107662,12
1,0,IT,Senior-Level,51.78136540600786,4.925426953109504,55.824680081351744,48.65744352818532,47.3621979520127,3
1,1,Marketing,Entry-Level,35.168154992246166,3.789481216409548,68.74257351059238,34.51415637666586,36.02630738987165,3
1,1,IT,Senior-Level,38.163610757117226,7.101637259716958,30.008339037805253,66.92573929615338,69.22816704959594,4
0,1,HR,Entry-Level,26.884126699796525,6.180631206051908,44.75841009174566,51.76398633272211,52.52758410208503,3
0,1,IT,Mid-Level,36.86023115151302,7.232237186327652,38.41146876865639,57.31179625264727,54.26635364352396,4
1,1,HR,Entry-Level,47.97256408463558,5.496794416134899,55.68729678089186,44.75666233069715,44.1278990320884,6
1,1,HR,Senior-Level,36.268036966174414,4.597381513645365,68.45333263476181,23.642450077526096,23.876489300892864,4
0,1,IT,Senior-Level,45.12383836160659,6.545925786239224,41.045385699183896,54.50161230655543,55.372437358933034,3
1,1,Marketing,Entry-Level,38.47597515201751,8.682879875865174,14.145434487958433,83.56046014866605,84.50054960209135,8
0,0,Finance,Mid-Level,42.59245622577249,5.957009637330544,43.81668882463295,61.460165964678815,63.65266267026359,2
0,1,IT,Mid-Level,30.81846888147466,5.06742419049778,63.702105980261095,35.63704266388466,39.662203530045005,3
0,1,Finance,Senior-Level,40.681675597071205,5.444455983673887,58.064448544248194,46.96484637808109,50.002537498169175,7
0,1,IT,Entry-Level,20.0,4.966218621167839,56.42279371715864,44.51508024879623,46.28603978591778,3
0,0,Finance,Mid-Level,38.50483073470412,6.195585524552694,45.8001004718828,51.82840369901933,48.05529172568075,7
0,1,Marketing,Mid-Level,26.95621405027888,7.419496561529311,30.81453895670321,67.01975154611361,70.57878125316174,5
0,1,Marketing,Senior-Level,49.64795613237453,5.314306983989278,57.72941482436701,36.44029458274131,38.89671363906224,2
1,1,IT,Mid-Level,46.21925882211609,7.322372489867877,37.48577284948063,74.53013677900526,73.76276294361323,9
1,0,HR,Entry-Level,43.733367855728645,3.182983858370243,82.76145100070684,22.791111756855358,22.880328849723824,4
1,1,Finance,Senior-Level,52.16804981727504,5.160416589668807,58.55760812531774,44.46101975196992,44.65776266608046,3
1,1,HR,Senior-Level,32.4086678334013,6.109466644460436,41.29027546169073,52.193176120269186,50.879709146978215,1
0,0,HR,Entry-Level,53.97890558332446,6.160472368587143,40.829221289170576,56.91264826729878,51.66854465589076,2
0,1,HR,Senior-Level,47.45753251408308,5.636860382927107,48.60583690079618,46.517494710752715,43.1678667807101,6
1,1,Marketing,Mid-Level,38.10755770224843,5.665181507552269,46.40747116967376,54.2303699955958,51.51084813910237,10
0,1,IT,Mid-Level,49.08496117746356,4.680644009490902,66.75250663294932,28.61095709739748,22.70746672811974,6
1,1,IT,Entry-Level,31.149651900706928,5.823643425147238,52.7962425461607,43.852304551592056,40.51250574521483,6
0,1,Marketing,Mid-Level,33.40388670777861,6.383929241400636,39.02552391637208,56.46870132693314,59.89229957165835,2
1,1,Marketing,Entry-Level,35.1312822140824,3.806361377683886,78.35661027733674,20.444623098842555,21.902378117219904,4
0,1,IT,Entry-Level,35.768178335487875,5.426483953779167,50.73962497280334,49.617499929380685,46.70454533373361,5
1,1,HR,Mid-Level,31.547538857917974,4.673459325369571,61.532595139533456,37.40109514040164,35.33642446691772,8
1,1,Finance,Entry-Level,49.7846645367626,6.342593366800648,40.87660238832861,66.78792993872952,70.47548081655192,5
1,1,Finance,Mid-Level,37.92916479704135,5.251745897225727,55.44673441616785,48.60880010609784,52.222201730858785,3
0,1,Finance,Senior-Level,42.82003974685504,5.199109610294301,54.666649867147925,41.41818613985755,41.62785012746578,1
1,1,HR,Senior-Level,35.43718906869056,8.184345874891976,21.655260618557705,79.97276778865941,83.4971608688043,7
1,1,IT,Entry-Level,25.435173595611865,3.221647326612219,80.2291266569096,16.267567832773913,13.969855799935768,7
1,1,Marketing,Mid-Level,42.160458867131375,4.706597247959476,69.35966691383821,28.66471344475835,29.346793205120832,4
1,1,IT,Mid-Level,24.701960196641785,5.8857538286440425,44.04207025781019,58.35391575857001,53.93086319049593,4
1,0,HR,Senior-Level,39.450927631316254,6.853351885290505,33.465953893162165,69.86229605975738,68.76933557121049,4
0,1,Marketing,Senior-Level,29.053479689337514,4.951707209987496,55.21342420705328,41.84941572150175,41.9336453249854,9
1,0,HR,Mid-Level,55.89820799384646,5.850802404047713,51.300465491215945,43.17518657485651,38.12000988260385,1
1,1,Finance,Entry-Level,47.29090177739777,4.943256425043017,55.33503422844844,45.10348326017321,46.88283162137419,3
1,1,Finance,Senior-Level,40.84603033017184,5.930301325466845,52.87366094291134,49.29945109999837,51.580055997874965,4
0,1,HR,Entry-Level,50.10965342123735,5.212470727382853,57.593614839588895,39.21494100732748,42.24829822166054,3
0,1,Marketing,Entry-Level,33.229472180274115,4.051208833675108,71.7095854908771,32.373187096950886,39.375927788889705,3
