Age (in Years),Online (AED)
51 to 60,1359.9105798369428
51 to 60,1347.314631767428
51 to 60,1115.3491732991104
51 to 60,1026.0556557522289
51 to 60,855.1340746455519
51 to 60,927.0729069309224
51 to 60,1024.0231512046362
51 to 60,1324.6216843511938
51 to 60,802.7959688938037
51 to 60,942.8787624777906
51 to 60,1001.9234095923711
51 to 60,1324.1834967517507
51 to 60,793.5255012381813
51 to 60,1163.6547564953426
51 to 60,504.84105635536923
51 to 60,1050.2397672757093
51 to 60,935.7182714267198
51 to 60,792.8291238930483
51 to 60,1379.4646093511585
51 to 60,1030.3881522948445
51 to 60,713.3964165853628
51 to 60,979.4126144109563
51 to 60,578.6483654109393
51 to 60,763.6873211192644
51 to 60,934.3430916541643
51 to 60,767.2438347985087
51 to 60,1592.0087083883918
51 to 60,520.0833468338606
51 to 60,1497.3560306582883
51 to 60,942.1976927553678
51 to 60,1064.805534236268
51 to 60,774.6492067852269
51 to 60,1197.8378957923892
51 to 60,726.1727219074304
51 to 60,414.0421589206635
51 to 60,1187.733672
51 to 60,1079.0354609337032
51 to 60,566.4852624564803
51 to 60,729.5780224778944
51 to 60,1363.0231085224013
51 to 60,616.8027541846295
51 to 60,537.3681179755098
51 to 60,716.7471337687359
51 to 60,882.5005446733068
51 to 60,749.6897019805349
51 to 60,691.6439209
51 to 60,1353.0330833553305
51 to 60,1254.3269707512113
51 to 60,644.1971094
51 to 60,865.7629420200667
51 to 60,996.9824301310525
51 to 60,1246.7179073195935
51 to 60,729.9330613919744
51 to 60,1181.7645162532397
51 to 60,858.3491463201706
51 to 60,699.6499788771573
51 to 60,1141.081832073885
51 to 60,1079.6521425850065
51 to 60,1320.860100917282
51 to 60,1356.8308342715977
51 to 60,1201.2294028145807
51 to 60,439.84138615949223
51 to 60,815.9295133293251
51 to 60,607.0722496929536
51 to 60,827.5324886093152
51 to 60,846.1212177036297
51 to 60,922.8064382239778
51 to 60,980.8664230138388
51 to 60,1579.6804226818474
51 to 60,627.2645649398539
51 to 60,1103.559975
51 to 60,1407.1048127174772
51 to 60,879.5909657658052
51 to 60,1348.7387820914487
51 to 60,1499.0605440687434
51 to 60,1687.9771763576252
51 to 60,1362.2512880363915
51 to 60,612.8845351634011
51 to 60,1316.997995193069
51 to 60,869.9561731404802
51 to 60,1245.107651163302
51 to 60,1680.2008402306901
51 to 60,789.8920319
51 to 60,1516.3586789099522
51 to 60,844.0125787832555
51 to 60,1580.0710166867998
51 to 60,508.25676506570426
51 to 60,909.6895508991594
51 to 60,622.0329716729839
51 to 60,2174.4698456919086
51 to 60,661.2345487263676
51 to 60,1712.597861640082
51 to 60,1457.1743084584145
51 to 60,1229.5694475712005
51 to 60,753.0661142573092
51 to 60,1033.2730611961908
51 to 60,728.1126136362043
51 to 60,682.9587226760416
51 to 60,1314.288078522381
51 to 60,1120.4468145653852
51 to 60,1437.975896592016
51 to 60,468.97486294110286
51 to 60,1191.0992276995432
51 to 60,963.0171822078701
51 to 60,1117.7174839704364
51 to 60,1279.5496853264217
51 to 60,974.3581586273591
51 to 60,1224.192411425679
51 to 60,256.55345704062916
51 to 60,511.47296893038833
51 to 60,810.6103910326062
51 to 60,1235.1043716385855
51 to 60,1572.4821297691901
51 to 60,703.6776652857912
51 to 60,548.8958135993714
51 to 60,1189.1223382042172
51 to 60,843.1308780673844
51 to 60,1027.0476073689758
51 to 60,1043.3230144420984
51 to 60,472.4653948232557
51 to 60,552.3241576040018
51 to 60,832.4077828266601
51 to 60,623.7543020146113
51 to 60,1406.754331217544
51 to 60,893.2609581129975
51 to 60,681.1830455
51 to 60,1171.6618593058142
51 to 60,439.4555794937419
51 to 60,1069.4496171162245
51 to 60,598.2221150001211
51 to 60,987.9472780636081
51 to 60,424.2058272790406
51 to 60,1899.0466674889485
51 to 60,1218.564255864481
51 to 60,699.7979694400194
51 to 60,825.1042736634915
51 to 60,1121.936106
51 to 60,504.64552759548883
51 to 60,958.7449408984269
51 to 60,1441.5370388571926
51 to 60,1097.9126043654771
51 to 60,1912.2027520120132
51 to 60,1550.7270228901698
51 to 60,1671.0397472256032
51 to 60,864.6423971777731
51 to 60,820.8384954001683
51 to 60,939.2834078502007
51 to 60,1282.9823908662656
51 to 60,1596.2771430370826
51 to 60,362.0298826169867
51 to 60,1389.6255136913128
51 to 60,817.2616021531346
51 to 60,753.7158670842366
51 to 60,900.9340463106897
51 to 60,995.4622545730979
51 to 60,1676.6513733337756
51 to 60,781.4400597512143
51 to 60,925.6003047095979
51 to 60,1220.290659679865
51 to 60,1421.6488030443384
51 to 60,1199.4839036673575
51 to 60,985.651248
51 to 60,1051.569129135219
51 to 60,1732.093252351784
51 to 60,685.4357739468951
51 to 60,1412.6536672601715
51 to 60,634.8884996231641
51 to 60,1020.7008812775589
51 to 60,1058.507187624854
51 to 60,641.4262921569652
51 to 60,835.8293450316693
51 to 60,947.3250993277287
51 to 60,756.9306232845784
51 to 60,720.5600283067481
51 to 60,1344.354706765068
51 to 60,931.0343269838968
51 to 60,914.9827575783825
51 to 60,1508.3274042727103
51 to 60,1425.6463327187957
51 to 60,1120.3576246710518
51 to 60,1390.4355564338873
51 to 60,998.4071680139249
51 to 60,506.12301123769214
51 to 60,814.0609961010082
51 to 60,1353.153869818155
51 to 60,987.5138075825762
51 to 60,1515.0316236533686
51 to 60,1232.4220587302398
51 to 60,1259.1817494704926
51 to 60,1402.862265107843
51 to 60,1370.2581420018753
51 to 60,785.6910218699595
51 to 60,1479.8930975326318
51 to 60,732.7497952507811
51 to 60,1339.787179229092
51 to 60,1668.886166
51 to 60,721.4794007908666
51 to 60,781.0603140916259
51 to 60,1518.2235717484984
51 to 60,1401.1290638650341
51 to 60,1716.8504393830276
51 to 60,994.2598978795955
51 to 60,1114.6516099194214
51 to 60,1010.8517562059249
51 to 60,1649.768134498156
51 to 60,1184.3382180962603
51 to 60,932.7851828358511
51 to 60,978.3882544740212
51 to 60,1097.1399662461063
51 to 60,754.6095351070358
51 to 60,1245.2741025128869
51 to 60,938.1477519148123
51 to 60,1747.087188
51 to 60,1559.0419000388329
51 to 60,1307.5027416067464
51 to 60,908.7120578548139
51 to 60,577.4784400166253
51 to 60,591.5960548428077
51 to 60,993.8438286194586
51 to 60,614.8973938780782
51 to 60,1398.5409477368303
51 to 60,947.1904697806596
51 to 60,1334.0914075680873
51 to 60,1258.3585264993042
51 to 60,1586.1325525965747
51 to 60,1141.0737429266183
51 to 60,564.5439774445376
51 to 60,1292.290851175984
51 to 60,857.5072266539119
51 to 60,1971.1988295579213
51 to 60,1431.8142923010607
51 to 60,1477.0003696381737
51 to 60,1321.7124281854708
51 to 60,1007.9130134023626
51 to 60,399.3737281520945
51 to 60,481.9687386338653
51 to 60,1087.998792262197
51 to 60,1299.592954727165
51 to 60,1317.0263911877466
51 to 60,838.2860597
51 to 60,996.3087345607973
51 to 60,726.9784188726884
51 to 60,1091.5101382709627
51 to 60,1154.2608068142256
51 to 60,1798.9075504631833
51 to 60,773.8158015034758
51 to 60,1026.6690184113238
51 to 60,1239.7066069900827
51 to 60,941.4567714634901
51 to 60,1313.1459829900873
51 to 60,1099.8705610353802
51 to 60,1100.2590242851575
51 to 60,1411.2237198173577
51 to 60,367.6669166865896
51 to 60,992.9070435550677
51 to 60,1173.173304702209
51 to 60,928.6078697505511
51 to 60,1054.917136195303
51 to 60,1085.6995980411277
51 to 60,330.69213992869527
51 to 60,1580.794505470864
51 to 60,481.54808777502967
51 to 60,1076.8051357899806
51 to 60,950.2216969968109
51 to 60,1273.7536279690735
51 to 60,1382.1579809028863
51 to 60,1469.3331094269274
51 to 60,973.4230572
51 to 60,749.9377838
51 to 60,1106.4390548245806
51 to 60,579.0373234
51 to 60,531.2966274427952
51 to 60,954.7740284312698
51 to 60,402.44182626561667
51 to 60,1612.5710883657553
41 to 50,1064.5415798092627
41 to 50,978.2778060107074
41 to 50,984.7785503429931
41 to 50,695.3523831896382
41 to 50,1316.2832268491043
41 to 50,1090.3885822548943
41 to 50,905.8803417901845
41 to 50,1065.513093065622
41 to 50,992.7884
41 to 50,1143.091350493944
41 to 50,1069.2459895731167
41 to 50,679.3813627
41 to 50,810.7903970033091
41 to 50,944.2762926431967
41 to 50,818.1662878800038
41 to 50,1237.6675593817438
41 to 50,1265.9787373407526
41 to 50,1105.6873858502279
41 to 50,645.9173958896323
41 to 50,1346.6229828780533
41 to 50,1148.5640601309346
41 to 50,842.6824389598953
41 to 50,912.8748275858769
41 to 50,1374.4262838289646
41 to 50,918.9740265209315
41 to 50,1039.1583018166616
41 to 50,1186.7093039550969
41 to 50,709.6896048301851
41 to 50,757.8845571462347
41 to 50,943.6166388579345
41 to 50,734.1795085653624
41 to 50,909.2523970967853
41 to 50,627.2475212
41 to 50,865.0027258210698
41 to 50,826.9771747426787
41 to 50,915.6803458630803
41 to 50,480.57365419897405
41 to 50,1022.5164402100387
41 to 50,715.1642423137537
41 to 50,565.4846471
41 to 50,1121.8813261518078
41 to 50,950.5527195578935
41 to 50,1078.7902417887997
41 to 50,1039.9354130962574
41 to 50,892.3458365035813
41 to 50,843.8154407664872
41 to 50,990.4891672100979
41 to 50,1004.7441414969394
41 to 50,1101.2858593863336
41 to 50,853.0297582306121
41 to 50,912.1098914140622
41 to 50,638.9959785238278
41 to 50,1045.804748
41 to 50,922.0095665850234
41 to 50,1119.453459145847
41 to 50,809.8687167507883
41 to 50,999.2899680649143
41 to 50,804.2319421262952
41 to 50,1112.5737971990486
41 to 50,927.1235361
41 to 50,873.4775828860492
41 to 50,1164.499280798439
41 to 50,1136.977008784013
41 to 50,1175.252602903273
41 to 50,508.3000276
41 to 50,962.5162941
41 to 50,1329.982685826177
41 to 50,1566.6534921176622
41 to 50,665.9479693962444
41 to 50,1334.877689010451
41 to 50,1042.976295664767
41 to 50,976.5506914816373
41 to 50,1015.6143693150656
41 to 50,885.4322622546001
41 to 50,1079.2180059315826
41 to 50,1061.326460043736
41 to 50,1245.8408160769345
41 to 50,863.4219258974041
41 to 50,1153.5424697057686
41 to 50,675.7053756
41 to 50,989.6594334793516
41 to 50,884.3105719553141
41 to 50,947.0071501877758
41 to 50,1168.66557
41 to 50,1006.069501364703
41 to 50,773.9039872826852
41 to 50,973.8405949041719
41 to 50,788.6065172231196
41 to 50,1250.1734011967928
41 to 50,1116.8698839510519
41 to 50,809.7911001266958
41 to 50,727.9380582780549
41 to 50,890.0200771638013
41 to 50,901.8235438295583
41 to 50,900.9191965513942
41 to 50,734.6167466
41 to 50,817.6220254517443
41 to 50,1208.370450827312
41 to 50,874.2401877552944
41 to 50,649.2012382162338
41 to 50,900.7376190285283
41 to 50,1270.1687479237053
41 to 50,817.6914620279914
41 to 50,796.6999434735287
41 to 50,699.4438130177086
41 to 50,1129.8046035872812
41 to 50,944.2374265747428
41 to 50,852.4676886475621
41 to 50,974.2181114649542
41 to 50,703.5596703213789
41 to 50,765.2768190359247
41 to 50,964.5714985658553
41 to 50,1110.678278
41 to 50,1317.737423279414
41 to 50,965.5123868319671
41 to 50,861.7706617
41 to 50,1034.4699979483705
41 to 50,791.1493817488239
41 to 50,744.9425479313668
41 to 50,1035.3113316908145
41 to 50,838.7303843576304
41 to 50,1033.5105423282123
41 to 50,1018.6422679942222
41 to 50,1207.4795179889707
41 to 50,1295.9039918974004
41 to 50,766.7575123273392
41 to 50,764.1125992132331
41 to 50,807.9438654601504
41 to 50,1404.813539240485
41 to 50,806.1978901902115
41 to 50,1152.9338822548489
41 to 50,1041.0324251125867
41 to 50,1121.2886495791051
41 to 50,869.9423809744477
41 to 50,1046.3781998956138
41 to 50,1370.0094013311564
41 to 50,1155.4350523689473
41 to 50,1180.1856982569896
41 to 50,779.2711119350032
41 to 50,955.8185906864553
41 to 50,1088.210675341331
41 to 50,1093.2805808683204
41 to 50,1088.0695762683747
41 to 50,854.9802941470543
41 to 50,604.0857637268699
41 to 50,1275.6434549993555
41 to 50,883.3983967837061
41 to 50,1175.7856365649257
41 to 50,934.9473265
41 to 50,1289.3966919583427
41 to 50,915.3838498758497
41 to 50,1001.9176284577552
41 to 50,717.2867453309116
41 to 50,1139.5327964062856
41 to 50,991.3696896
41 to 50,920.5612004509995
41 to 50,907.6041263
41 to 50,1060.9369536263205
41 to 50,1125.4828117172908
41 to 50,1080.8293886328509
41 to 50,1041.9279935283587
41 to 50,711.9029201093726
41 to 50,760.5944962031209
41 to 50,1023.9706454885511
41 to 50,821.7055372936982
41 to 50,883.7065669501546
41 to 50,849.6658347078957
41 to 50,690.7509994
41 to 50,796.5208102551723
41 to 50,906.3069709085611
41 to 50,683.4683631597333
41 to 50,669.1284881480426
41 to 50,959.7491139783783
41 to 50,963.8005938611278
41 to 50,825.9375773292506
41 to 50,994.8426370821157
41 to 50,989.8230772
41 to 50,851.1159054
41 to 50,998.1592073031411
41 to 50,1282.9606068110504
41 to 50,742.9787054478907
41 to 50,1018.0811182353945
41 to 50,1269.5542709587867
41 to 50,1123.299991933267
41 to 50,1117.1885849239918
41 to 50,1303.8205901455879
41 to 50,543.283832
41 to 50,948.8008042234334
41 to 50,1048.5215617538947
41 to 50,1097.7364826833157
41 to 50,1246.8347402690952
41 to 50,1161.2239009302461
41 to 50,718.2365813084213
41 to 50,812.8828841783038
41 to 50,940.1693673511622
41 to 50,1228.823580609448
41 to 50,1085.1882566697266
41 to 50,857.7630395
41 to 50,1414.2106759558387
41 to 50,1018.4300715943048
41 to 50,848.9496606654724
41 to 50,1057.8364402536577
41 to 50,1276.5990018027949
41 to 50,768.0379382
41 to 50,1261.0000229450918
41 to 50,1306.624167
41 to 50,707.7364641561019
41 to 50,1191.907248432146
41 to 50,806.1076948384732
41 to 50,839.1924406009994
41 to 50,967.0625895
41 to 50,1425.985815462615
41 to 50,972.6074029813515
41 to 50,429.51984036347255
41 to 50,954.1947805274959
41 to 50,1190.8295227976864
41 to 50,1095.8136124724313
41 to 50,1192.5022749222553
41 to 50,426.44538614283476
41 to 50,923.0609716255094
41 to 50,1354.225697732455
41 to 50,892.2751356114147
41 to 50,1078.4784741109393
41 to 50,983.4160923667695
41 to 50,823.1713799334852
41 to 50,1151.5865944003165
41 to 50,1048.0285030394066
41 to 50,572.3511353073379
41 to 50,964.2282644018544
41 to 50,1497.6569136195362
41 to 50,684.1400951847845
41 to 50,1276.619885834567
41 to 50,1186.0952097675895
41 to 50,971.0091159593992
41 to 50,1156.2894365220714
41 to 50,951.3915960379679
41 to 50,1258.5331846775316
41 to 50,1297.8845524174558
41 to 50,902.0990686500571
41 to 50,830.8422783
41 to 50,1438.7598981620997
41 to 50,950.4328960532763
41 to 50,763.3441765740126
41 to 50,804.9718648940163
41 to 50,1040.4038836841805
41 to 50,964.1106985
41 to 50,871.8500951028582
41 to 50,872.5485395960341
41 to 50,754.7789543
41 to 50,742.1865401691202
41 to 50,1025.3697479545328
41 to 50,785.1357445152853
41 to 50,213.9016765938402
41 to 50,1244.3967706961098
41 to 50,1081.7867583995474
41 to 50,650.3037568307352
41 to 50,811.1331055
41 to 50,597.2208832535912
41 to 50,1444.1956434830172
41 to 50,1106.4212688650152
41 to 50,1337.830517387973
41 to 50,1433.600502091474
41 to 50,717.3081331494359
41 to 50,1044.9320465686276
41 to 50,752.0195764226542
41 to 50,1556.5558323117646
41 to 50,1083.7851277394439
41 to 50,1151.471638777189
41 to 50,717.7713283146969
41 to 50,1072.4595822937715
41 to 50,771.6682593788161
41 to 50,985.9109268544092
41 to 50,1395.0970275283946
41 to 50,835.8709644
41 to 50,788.6404528589471
41 to 50,925.2265665
41 to 50,1107.6736058375202
41 to 50,1065.0308931671407
41 to 50,986.3099823563762
41 to 50,960.3496531983907
41 to 50,1186.4313978922314
41 to 50,993.1249821609704
41 to 50,626.0309379179239
41 to 50,1218.568751732335
41 to 50,964.5156341
41 to 50,938.7311606477646
41 to 50,1043.593395196941
41 to 50,937.2442374130985
41 to 50,920.1622500430731
41 to 50,920.4909499829769
41 to 50,802.5743107484889
41 to 50,930.6738090843994
41 to 50,1284.781120909487
41 to 50,1210.3165611423503
41 to 50,962.2876843084854
41 to 50,831.4261160062738
41 to 50,1407.921674298798
41 to 50,826.1279788
41 to 50,739.3958895848689
41 to 50,1181.9549917618647
41 to 50,1079.2427308776275
41 to 50,595.3457620651657
41 to 50,780.9608687607515
41 to 50,1354.7025136826428
41 to 50,636.6431503
41 to 50,1198.011536663704
41 to 50,1153.836533108556
41 to 50,1345.0436402619755
41 to 50,1393.2351796487549
41 to 50,793.0888962
41 to 50,666.4795972490583
41 to 50,1459.618191
41 to 50,1308.9790647710674
41 to 50,955.7889644301673
41 to 50,1318.543836818691
41 to 50,990.6309139842632
41 to 50,1065.2580438548368
41 to 50,1269.0368264350159
41 to 50,1317.2956707163312
41 to 50,974.2780896202662
41 to 50,1153.5639206988153
41 to 50,948.0640526788349
41 to 50,754.6714370883828
41 to 50,1001.985035992109
41 to 50,741.6088515721656
41 to 50,1234.7770427952807
41 to 50,1257.3446295632164
41 to 50,1109.5678579457667
41 to 50,1184.6043682441714
41 to 50,973.2647339650947
41 to 50,927.2064476505356
41 to 50,1094.4757715105743
41 to 50,1749.7612463733117
41 to 50,815.1802917180452
41 to 50,966.9693965858586
41 to 50,1494.3402198587878
41 to 50,1020.2407375034278
41 to 50,1396.3507197261595
41 to 50,909.0071045189711
41 to 50,1316.1903280725712
41 to 50,794.1135825117753
41 to 50,591.8430394964407
41 to 50,873.6379334576925
41 to 50,1460.126949650344
41 to 50,1025.8983144769445
41 to 50,796.5887748586971
41 to 50,568.8570257327203
41 to 50,1053.4359375536237
41 to 50,1093.0778706027338
41 to 50,1150.8963140975827
41 to 50,1428.6595817688767
41 to 50,1243.0762785604447
41 to 50,1186.7019434491572
41 to 50,1002.8308278907919
41 to 50,1018.1023788911571
41 to 50,893.0349047812527
41 to 50,969.0766709371982
41 to 50,727.7880616337449
41 to 50,1001.6971854930044
41 to 50,874.7259362916244
41 to 50,1020.4786122367531
41 to 50,1152.0723520727297
41 to 50,906.2858112300767
41 to 50,973.4118748526846
41 to 50,1603.6288863229856
41 to 50,1185.5499156909498
41 to 50,1169.112995
41 to 50,559.1084438298603
41 to 50,1132.3737538880973
41 to 50,1010.5505238490829
41 to 50,222.2931882727902
41 to 50,1063.799327301475
41 to 50,914.8966908107634
41 to 50,880.1789988250694
41 to 50,1151.0517652381354
41 to 50,1137.233036682343
41 to 50,635.2330079062864
41 to 50,739.4920181467832
41 to 50,1233.1902930397994
41 to 50,677.3599516720194
41 to 50,846.5001176576804
41 to 50,1105.4272124869892
41 to 50,479.12652617728804
41 to 50,1196.0648930236475
41 to 50,561.3830600093936
41 to 50,1112.1212075174353
41 to 50,1038.4260825481633
41 to 50,941.9419412275045
41 to 50,691.5453836294214
41 to 50,1076.744930221598
41 to 50,1222.4599977725984
41 to 50,910.8632599785342
41 to 50,975.2630618519528
41 to 50,1023.5471195687782
41 to 50,997.0692368876392
41 to 50,1330.2639424334893
41 to 50,1235.3297081041674
41 to 50,1319.8849831796435
41 to 50,900.7993260211147
41 to 50,842.8365078471533
10 to 20,809.1233251274105
10 to 20,867.1569864596427
10 to 20,766.6911188532724
10 to 20,742.4814125
10 to 20,1002.2344409602449
10 to 20,1297.599967
10 to 20,1122.7531241239844
10 to 20,1029.9042708221539
10 to 20,607.4567650839417
10 to 20,1020.7073364373338
10 to 20,838.7223404497876
10 to 20,908.2998933534956
10 to 20,877.8244392201793
10 to 20,990.2746382456393
10 to 20,1087.8427215062118
10 to 20,1152.5143181493156
10 to 20,884.1632746699185
10 to 20,895.8918009023805
10 to 20,862.5756300649757
10 to 20,865.9590249265335
10 to 20,904.9683319161807
10 to 20,1011.0914760086881
10 to 20,1173.8819241646468
10 to 20,1040.4506969221102
10 to 20,974.9620422391076
10 to 20,945.1990342499058
10 to 20,1223.1184849590438
10 to 20,853.9719841546544
10 to 20,880.0922124
10 to 20,1031.9983168273307
10 to 20,971.3630075938113
10 to 20,767.8415864388684
10 to 20,1171.064695880851
10 to 20,1040.1260401701009
10 to 20,731.8113314134253
10 to 20,1166.4850542307165
10 to 20,1116.939496545376
10 to 20,853.9438779552543
10 to 20,897.0353086684337
10 to 20,1215.7778637685549
10 to 20,844.4832063744142
10 to 20,1165.5246755168696
10 to 20,850.6683445
10 to 20,771.4767638965418
10 to 20,1365.642626173716
10 to 20,937.3618961039244
10 to 20,815.7000128563403
10 to 20,935.2544632484125
10 to 20,1130.8308414808853
10 to 20,964.3955621
10 to 20,866.2079251056516
10 to 20,946.7892443021956
10 to 20,1013.3783474845463
10 to 20,1142.0442709370523
10 to 20,1071.272404579456
10 to 20,1143.223454917218
10 to 20,767.5153030841304
10 to 20,1251.4202504698696
10 to 20,948.1079367353848
10 to 20,1004.4517950710839
10 to 20,832.2654113
10 to 20,538.8202571172569
10 to 20,808.4319553684811
10 to 20,639.4512842852172
10 to 20,1027.357144232957
10 to 20,626.5778134583579
10 to 20,622.9538731481011
10 to 20,1204.0416696428488
10 to 20,825.3767665814835
10 to 20,978.6979220327839
10 to 20,909.1117970629039
10 to 20,721.0418838464884
10 to 20,1019.4369391564196
10 to 20,884.7007030187044
10 to 20,899.8824961481905
10 to 20,1091.3046597764428
10 to 20,911.5856228768756
10 to 20,1138.702654174153
10 to 20,717.7003050271475
10 to 20,732.8099328932846
10 to 20,904.2949909
10 to 20,1299.4219488986773
10 to 20,870.4622755
10 to 20,936.4681823722482
10 to 20,1137.5126629668878
10 to 20,1034.6303560230488
10 to 20,1013.3552144252366
10 to 20,827.7528697
10 to 20,1057.7433273185277
10 to 20,957.7479174399103
10 to 20,1117.7784068370072
10 to 20,723.7671565274329
10 to 20,724.6340263649857
10 to 20,913.9655219
10 to 20,888.1553678610027
10 to 20,936.4445059
10 to 20,719.6125534636273
10 to 20,1001.6624144354711
10 to 20,968.2198124881612
10 to 20,1096.8506756658412
10 to 20,1073.6242906081652
10 to 20,1009.6923189788008
10 to 20,588.5052691318037
10 to 20,996.3560763001535
10 to 20,1096.419769641176
10 to 20,690.0776547401035
10 to 20,1093.3559288938159
10 to 20,1009.6304814299741
10 to 20,1259.3742686004648
10 to 20,752.5187142776902
10 to 20,602.2052876820119
10 to 20,740.6871499353495
10 to 20,1054.4155858501747
10 to 20,1078.7277548403056
10 to 20,1067.6391935320214
10 to 20,826.7234004625491
10 to 20,1070.5104847431257
10 to 20,715.8991419527408
10 to 20,881.1116477354218
10 to 20,1386.7433750032683
10 to 20,941.1266551156245
10 to 20,1023.3594020113493
10 to 20,725.9221387677433
10 to 20,807.5408052747485
10 to 20,920.3532729378702
10 to 20,1165.6293377491647
10 to 20,1425.2698029938733
10 to 20,1001.3302471160677
10 to 20,966.3488415862511
10 to 20,967.1053293636535
10 to 20,768.8325978649764
10 to 20,1211.1093076546626
10 to 20,892.7594477979908
10 to 20,1221.3209225834253
10 to 20,969.8788439720549
10 to 20,1028.0709625585312
10 to 20,1088.233100387597
10 to 20,952.1433115950359
10 to 20,1332.803212
10 to 20,1297.5698579424097
10 to 20,841.1979352362453
10 to 20,1137.7888861604838
10 to 20,923.4656839560924
10 to 20,951.3255458023317
10 to 20,808.2706131366658
10 to 20,827.8673764859636
10 to 20,1148.3044184722455
10 to 20,770.9552662422441
10 to 20,1237.4016236313716
10 to 20,833.2244631608539
10 to 20,801.3655404
10 to 20,1127.9816452933917
10 to 20,1265.7140839377446
10 to 20,863.1935315106746
10 to 20,704.9558803538137
10 to 20,1183.7191548326373
10 to 20,926.5295418973894
10 to 20,1159.788846649106
10 to 20,1258.0063563141425
10 to 20,1327.5197720621277
10 to 20,718.4985893763201
10 to 20,691.6241873067424
10 to 20,728.3459600055569
10 to 20,811.4535741712687
10 to 20,1258.3937639016963
10 to 20,957.5624203824915
10 to 20,584.9286060298398
10 to 20,972.3454419902359
10 to 20,875.3438304312267
10 to 20,891.3748777731007
10 to 20,1109.6399639524175
10 to 20,1158.7832499886827
10 to 20,907.4356503285002
10 to 20,1147.9956717428042
10 to 20,763.7607644777162
10 to 20,715.4137192960081
10 to 20,1276.9983405244207
10 to 20,728.0729650397441
10 to 20,865.2748855
10 to 20,928.7981362106323
10 to 20,1282.086066867269
10 to 20,806.1370344977039
10 to 20,963.5452119
10 to 20,1063.1253420104476
10 to 20,1205.4786313802579
10 to 20,954.0092134248597
10 to 20,1013.5287758422613
10 to 20,1034.7122210164139
10 to 20,844.1708433397545
10 to 20,456.98148189586544
10 to 20,581.4850530076744
10 to 20,924.6461751240702
10 to 20,1116.1711771184362
10 to 20,969.9051737299544
10 to 20,570.7340162212762
10 to 20,726.3854376752474
10 to 20,905.4647199452431
10 to 20,1167.711713421553
10 to 20,1168.0807559799018
10 to 20,961.5219767953927
10 to 20,1124.3222203451373
10 to 20,1343.024282043785
10 to 20,645.4749329221413
10 to 20,681.0398616286589
10 to 20,1321.7436251411596
10 to 20,1098.118480176021
10 to 20,639.9663515059206
10 to 20,1029.1344072678662
10 to 20,615.6102945181074
10 to 20,974.4173052268338
10 to 20,1141.392180953894
10 to 20,1026.4949867416449
10 to 20,919.5427078043398
10 to 20,1128.5556024142452
10 to 20,1059.209356954278
10 to 20,723.5476200621799
10 to 20,794.3253081434056
10 to 20,813.5494522575462
10 to 20,1127.6217062674045
10 to 20,922.8213243405348
10 to 20,1340.9212275392306
10 to 20,868.4104006802415
10 to 20,1119.450423
10 to 20,877.7142552264838
10 to 20,1212.960667493423
10 to 20,1338.918775933598
10 to 20,1044.8501134804185
10 to 20,966.8264888142041
10 to 20,835.8130047411016
10 to 20,804.4112667
10 to 20,607.6887929031864
10 to 20,816.5959700639276
10 to 20,996.7214065378045
10 to 20,850.8098153529161
10 to 20,1257.0102515885765
10 to 20,1100.8297335624852
10 to 20,1036.5919894820074
10 to 20,901.1550863547052
10 to 20,943.0896417670785
10 to 20,930.7975953827233
10 to 20,1225.9319049163646
10 to 20,979.2536633586692
10 to 20,874.8357314986205
10 to 20,1045.862711499433
10 to 20,677.8465267081374
10 to 20,1099.3641795741553
10 to 20,682.9588271530994
10 to 20,1034.1207468177781
10 to 20,899.4498112969525
10 to 20,923.3075901116144
10 to 20,1118.7776896990827
10 to 20,932.1396985704168
10 to 20,992.1676691804007
10 to 20,1127.7898947581657
10 to 20,1192.122711493373
10 to 20,778.3066386038605
10 to 20,1092.7031254410344
10 to 20,1019.1709183019411
10 to 20,928.1798992568689
10 to 20,1155.5206319196996
10 to 20,998.9902085694458
10 to 20,1143.9765247784042
10 to 20,1174.5934043356815
10 to 20,850.2988728084902
10 to 20,1102.8685919412574
10 to 20,1005.3214700322767
10 to 20,718.8878369057137
10 to 20,1067.9430186273062
10 to 20,1103.2497458114592
10 to 20,927.8167547628024
10 to 20,919.8477069
10 to 20,511.9242388009534
10 to 20,443.7120436073477
10 to 20,1217.5979745343586
10 to 20,1195.9245713938049
10 to 20,856.8502586005768
10 to 20,822.0914123065909
10 to 20,1076.3273748195634
10 to 20,1120.8274068887456
10 to 20,1056.683432517664
10 to 20,985.1390787847498
10 to 20,1099.2428164770486
10 to 20,911.9016843957234
10 to 20,898.1355620428141
10 to 20,1151.2959266881765
10 to 20,791.2731422609725
10 to 20,855.4712930634989
10 to 20,666.7121054641622
10 to 20,1196.9201470059654
10 to 20,1243.892727
10 to 20,1002.8322587712134
10 to 20,888.2473886696828
10 to 20,1389.8247710199755
10 to 20,870.0105499972609
10 to 20,925.9600393677774
10 to 20,943.5463988
10 to 20,1174.2898287962182
10 to 20,548.3228066372446
10 to 20,1121.837471918871
10 to 20,1104.7625996442946
10 to 20,1008.7365112552342
10 to 20,1017.9395788221457
10 to 20,875.4362597772322
10 to 20,1072.707053607758
10 to 20,827.539573
10 to 20,774.7909310548058
10 to 20,1050.1438337035368
10 to 20,1145.775845187141
