Annual_Income,Account_Age,Average_Session_Duration,Monthly_Spend,Items_Purchased_Per_Month,Customer_Rating,Region,Device_Type,Preferred_Category,Payment_Method,Customer_Segment,Signup_Source,Is_Prime_Member,Used_Coupon_Last_Month,Churned
67.26963851233405,43.597396022007615,35.37240365293093,36.981167273695796,44.01497019626613,3.602021197429772,Asia,Desktop,Electronics,PayPal,Budget Shopper,Referral,0,1,1
46.003638143853976,19.16853613301025,25.013172253320004,29.815738818610093,30.031104709614908,2.572078270394199,Other,Tablet,Home,PayPal,Budget Shopper,Organic Search,1,0,0
52.24684725751886,23.37563794921653,24.188074001955265,31.212407450799677,25.61537695663715,3.1543712300024582,Asia,Desktop,Electronics,Credit Card,Budget Shopper,Referral,0,0,1
59.325908318730896,33.960893594264455,30.310766803164906,29.216521158585202,41.169868432171945,3.9596794599539455,North America,Mobile,Electronics,Crypto,Premium,Ad Campaign,0,0,1
35.816342670669684,15.972518086387268,26.58486686375341,23.172604126475726,23.75020519192075,2.041183429546853,North America,Mobile,Electronics,Credit Card,Premium,Ad Campaign,0,0,1
32.39191188019224,15.968899850434928,20.807723764463567,17.1234640207845,22.553939899437495,1.5790797813055595,North America,Mobile,Electronics,Credit Card,Budget Shopper,Organic Search,0,1,0
34.74343685429905,17.498660529861574,14.948351755163028,24.370648995832905,20.093116276001417,2.1299428499647695,Europe,Desktop,Electronics,Bank Transfer,Premium,Organic Search,1,0,0
62.62584103427182,21.71455473614763,27.255016305670065,37.580807375500726,39.361197595856865,3.864490490424749,Other,Desktop,Electronics,PayPal,Budget Shopper,Referral,0,1,0
44.481418541075534,22.17152054006658,22.993202268347574,28.270535066197475,27.474334773937994,2.59203158951522,Asia,Tablet,Books,Crypto,Regular,Ad Campaign,1,1,1
75.58199285668252,34.34235755802039,40.60954056409841,41.51891989394866,52.703975801099276,4.050326129186666,Europe,Desktop,Clothing,Bank Transfer,Premium,Ad Campaign,1,1,0
44.357524013426115,19.713147894714197,26.62953455051929,24.257185482346223,27.50673118061615,2.783851042490231,Asia,Desktop,Clothing,Crypto,Premium,Organic Search,1,1,0
51.84551303197037,33.14091653332925,26.10610696102924,29.272753274777884,40.98889459816503,3.1232437471853904,North America,Tablet,Home,Crypto,Premium,Referral,1,0,1
65.42109952567876,26.428015291443096,38.283352828251694,42.679469636377476,44.03173315824382,3.4685380153756613,North America,Desktop,Books,Credit Card,Premium,Organic Search,0,0,1
70.06092888159122,39.0964903745355,47.24170406514621,48.74606568017669,41.07471446304923,4.050285456198574,Europe,Desktop,Home,Bank Transfer,Budget Shopper,Ad Campaign,1,0,1
70.61503576636397,33.91270323152295,42.50802427249937,39.14833445284688,45.44986122175474,4.224363837512502,Asia,Desktop,Electronics,Bank Transfer,Regular,Ad Campaign,0,1,0
62.083662305931426,29.64303031048654,33.929615985273806,41.557589962189574,38.073517571307974,3.8024374541237664,Asia,Tablet,Home,PayPal,Budget Shopper,Organic Search,1,0,1
60.240625258114626,34.07217210931587,32.30816677222322,27.465665483965967,31.47606777340442,3.410332403168068,Other,Mobile,Books,Credit Card,Regular,Referral,1,1,1
55.92526949201183,29.662891218850366,29.153869116797086,28.778404090837938,41.949573460205954,3.1069645940245625,Europe,Tablet,Home,Credit Card,Budget Shopper,Organic Search,0,0,1
57.78361076166638,31.744870366930847,37.093870024951165,30.83505263225273,40.02034589285316,3.5786375091651053,Other,Tablet,Home,PayPal,Regular,Referral,1,0,1
44.488142836714665,27.084994721021637,21.645568053412205,21.28285094426591,30.783518456512127,2.284444864159946,Asia,Tablet,Electronics,Credit Card,Budget Shopper,Referral,1,0,1
41.81801116577693,19.252463666971853,23.203408331677235,18.756453140315838,27.76062006880397,2.5240720456271823,Europe,Desktop,Books,Credit Card,Regular,Referral,1,1,1
49.96625542589048,21.921944040406487,27.71183104270465,31.631748904085477,27.641004536405283,2.5457172828336274,North America,Desktop,Books,Crypto,Regular,Ad Campaign,1,0,0
48.298153774750716,18.723324254586366,24.305955708461003,28.122621473938985,29.701139965143938,3.0237477146005665,Asia,Mobile,Clothing,Bank Transfer,Premium,Ad Campaign,1,1,1
45.46771950672725,18.60680710346885,18.831150763221537,28.79825329445679,32.50025039111676,2.560277181644615,North America,Mobile,Home,Credit Card,Regular,Referral,0,1,0
56.963874474567156,43.227409363827206,32.78351622729144,36.94021542922634,33.34724830422989,3.543603146018901,North America,Desktop,Home,PayPal,Premium,Organic Search,1,1,0
59.553052085705104,35.999923946536484,32.47966077378859,36.794299224113196,29.848291248830474,3.50317992898803,North America,Desktop,Books,Credit Card,Budget Shopper,Organic Search,1,0,1
50.884068862918475,18.686662600419133,30.237319987069725,33.16149402235258,32.27977373366377,2.6300457894758686,Europe,Tablet,Electronics,Crypto,Regular,Ad Campaign,0,0,0
64.77530081055262,25.775360621558463,33.22521406682769,38.587051341362496,41.60779408776282,4.005871509936594,Europe,Tablet,Clothing,Bank Transfer,Premium,Organic Search,1,1,0
38.58310885866495,21.700884737924934,26.71440571692444,18.40189176197599,25.5534927155837,2.607674591646596,Other,Desktop,Home,Credit Card,Budget Shopper,Referral,0,1,0
48.06340540720282,26.768026690491247,22.489390958508253,33.06929996760488,33.79102876698271,2.968177595280986,Asia,Mobile,Home,Credit Card,Regular,Referral,1,1,1
42.831776793971954,24.1603075735728,31.26165851476509,23.342617545258666,30.072275258891,2.29894974460717,Asia,Mobile,Home,Crypto,Budget Shopper,Referral,1,1,0
31.3346338292694,14.392537946866211,9.369684311870994,15.058395102511938,21.273206307378835,1.778654096210447,North America,Tablet,Books,Bank Transfer,Regular,Referral,0,1,0
49.17319314157301,23.959325270772002,29.001721518371166,28.792244381726213,36.14693540032594,2.8565280613771957,North America,Tablet,Books,Crypto,Regular,Referral,1,0,0
48.78252491616716,26.030660078880366,28.969826775261748,25.618271272514242,26.392246962662057,2.636855742760434,North America,Mobile,Clothing,Bank Transfer,Regular,Organic Search,1,0,0
65.13449743242131,32.99671374767731,32.24396678209775,37.41097693149506,44.103459681744724,4.087996624659253,North America,Mobile,Electronics,PayPal,Premium,Organic Search,0,0,1
56.30811684554777,17.05755655903621,32.879236985425834,35.16108579358253,38.79316022128535,3.24520677754452,North America,Desktop,Books,PayPal,Regular,Organic Search,0,1,1
39.758131756707954,18.73006772547801,27.62480648011009,25.24824601100928,21.504317640579334,1.677764575844092,Asia,Tablet,Books,Bank Transfer,Premium,Ad Campaign,1,1,0
68.54092566334188,30.013430660369373,27.721824337744742,37.53323513230261,39.29155455078386,3.957599308540483,Other,Desktop,Home,Crypto,Budget Shopper,Ad Campaign,0,0,1
62.21033695525353,31.981225572169325,36.47803695909811,35.37538068135714,37.82592157825019,3.45189147098191,Other,Mobile,Clothing,Crypto,Budget Shopper,Referral,1,0,1
55.82097703468616,42.83678353036013,19.481818677592038,37.78991823989267,33.96824002374248,3.1674299107856427,Europe,Desktop,Clothing,Crypto,Budget Shopper,Referral,0,1,0
47.73515901150168,25.70498783312236,21.90884584047149,30.62669587783677,33.6648214797346,2.6580464890075444,Asia,Tablet,Home,PayPal,Regular,Organic Search,1,1,1
40.405607632765204,18.635155385520612,29.554332840075116,32.54362473705329,24.112759218378553,2.5331613747480866,Asia,Mobile,Clothing,PayPal,Premium,Referral,0,1,1
46.27793223928947,27.747973629530996,22.83484358134497,32.48727203853979,27.083436141553943,2.9263105810169776,Europe,Tablet,Clothing,PayPal,Regular,Referral,0,0,0
60.88748619704186,32.857182534566995,28.20565756853265,41.109663992464874,37.436147949646255,3.527244846545587,Other,Mobile,Electronics,Crypto,Premium,Referral,0,1,0
68.84586305934609,36.52340398193225,36.97450490220928,35.756043633784444,48.6650241581147,3.815671058971045,North America,Tablet,Electronics,Crypto,Regular,Organic Search,0,1,1
65.43243528272188,35.7504706074393,45.29341792723302,42.314902576166816,42.57673474408856,3.69921274159415,Asia,Tablet,Home,PayPal,Regular,Referral,0,1,1
45.11150578213726,32.83847071521633,16.568758067748377,26.854476262494714,28.695100169640025,2.6057231473815827,North America,Tablet,Electronics,Bank Transfer,Budget Shopper,Referral,0,0,1
38.80382566710989,13.747470656925367,16.611209514533392,21.078368186112936,24.83746743816775,2.0698382259512913,Europe,Tablet,Books,Bank Transfer,Budget Shopper,Referral,0,1,1
51.40886246911204,28.07259161861329,35.01331693231994,31.517378843597335,37.937971775065655,3.0796729393021343,Other,Tablet,Clothing,Crypto,Budget Shopper,Organic Search,0,0,0
32.31560634437149,11.525897522278052,26.133244035324115,23.170209945068827,18.383043080730122,2.0110952812243994,Europe,Desktop,Books,Credit Card,Budget Shopper,Ad Campaign,0,1,0
53.23167714184781,29.393401802635147,28.81198191871002,33.94233264912553,39.20486916049144,3.4036669595294846,Other,Mobile,Books,Credit Card,Regular,Organic Search,1,1,0
48.52397413701331,19.668554511076184,21.112448613987432,25.600489276839745,32.277320235283916,3.080439337882484,Other,Tablet,Electronics,Crypto,Budget Shopper,Ad Campaign,0,0,0
45.33963498131758,20.58298342263337,34.36809499786589,30.17361664316103,28.90929490094271,2.453391883790248,Other,Desktop,Electronics,Credit Card,Premium,Ad Campaign,1,1,0
34.05296932733204,15.55103509247649,25.90412389290401,17.881431428095368,30.887581805535817,2.1899650400922326,Asia,Tablet,Clothing,PayPal,Budget Shopper,Organic Search,0,0,1
55.136001065697165,32.447084129572126,33.38006203106349,33.948333115275446,32.143662478408075,2.9254325315505234,Europe,Mobile,Clothing,Bank Transfer,Budget Shopper,Ad Campaign,1,1,1
44.672991603380886,26.92876802140251,20.9143348116411,25.590394692119993,27.799544383713055,2.73982452531295,North America,Tablet,Home,Bank Transfer,Budget Shopper,Organic Search,1,0,0
38.30083164289712,12.921828939216638,20.844825369822257,22.10503397879577,20.58203123080913,2.1091918167199086,North America,Tablet,Clothing,PayPal,Budget Shopper,Referral,0,1,0
21.277377867183507,10.913359488590997,10.98093746224919,15.831398620472143,17.163912510545874,1.0628551541209097,Other,Desktop,Books,Crypto,Budget Shopper,Ad Campaign,0,0,0
49.724850949493636,21.314526201000955,28.837498892991604,25.67413569043259,38.23331438495174,2.9180494144838605,Europe,Desktop,Electronics,Crypto,Budget Shopper,Referral,1,0,1
67.72251596669744,27.56873342997205,43.77689025327461,48.414289877126194,49.86436511326958,3.2088708140952686,Europe,Mobile,Electronics,PayPal,Budget Shopper,Ad Campaign,1,1,1
66.6125921454787,32.2212108206175,40.594302365131604,32.68321101010923,47.582005530572175,3.3641375118252643,North America,Tablet,Books,Credit Card,Regular,Ad Campaign,0,0,1
45.429037434137285,21.172104774789545,20.137778242344098,24.86675172746294,28.837202694903358,2.5769875814750423,Europe,Mobile,Clothing,Bank Transfer,Budget Shopper,Referral,0,1,0
43.97787939638219,34.12252212991871,30.382067693098126,27.867575197596278,27.307278186433965,2.558608642493902,Other,Desktop,Books,PayPal,Budget Shopper,Organic Search,0,0,0
54.68774256075024,29.5086704071786,31.48735303847183,35.14990220219138,29.697938460758426,3.03687931932253,Europe,Tablet,Home,Bank Transfer,Premium,Ad Campaign,1,1,0
40.016145608117085,13.119985300287357,25.10067616582952,23.60778448258343,33.13605201841238,1.9543987047534508,North America,Desktop,Books,PayPal,Premium,Ad Campaign,0,1,0
53.01791899819466,23.685089478242617,35.759289315760775,31.581188586910624,36.103070622346166,2.8410585290436376,Other,Tablet,Electronics,Credit Card,Budget Shopper,Organic Search,0,1,0
57.660802783846904,33.93731786907044,26.71133040830482,36.23868201161861,35.7576726424573,3.3766208282982086,Asia,Mobile,Home,Crypto,Budget Shopper,Organic Search,0,1,1
62.26933223884308,41.576879983771164,34.08691762718461,36.43732143347513,45.12326506670239,3.672360717006252,Europe,Tablet,Clothing,PayPal,Budget Shopper,Organic Search,0,0,0
48.99845923520047,16.569313056410444,24.557607098243796,34.971800572859905,28.444322694220304,2.809238128951641,North America,Mobile,Home,Bank Transfer,Budget Shopper,Organic Search,0,1,1
47.96326249823034,14.582009323419946,19.32442695988214,32.13535395586461,32.59929774362908,3.0268586611471235,Other,Mobile,Home,Bank Transfer,Regular,Ad Campaign,1,1,1
41.22017413243439,29.964912943076104,24.231290672061053,28.22340188348317,26.18891121606443,2.481861969352172,Europe,Tablet,Home,Crypto,Budget Shopper,Organic Search,1,1,1
41.7311964596014,22.81366911665522,34.25416253491068,21.174090982279168,29.36064768832196,2.242256966991814,Other,Desktop,Clothing,Bank Transfer,Premium,Organic Search,0,1,1
47.73521108098473,19.526141881110533,17.97401624426572,28.323572950968025,30.805379815488653,2.678635382259781,Europe,Mobile,Books,Credit Card,Budget Shopper,Referral,0,1,1
53.67365506816178,29.509972964693066,29.375247537766366,31.002329246014252,29.809628175415874,2.740141443954151,Asia,Desktop,Clothing,PayPal,Budget Shopper,Ad Campaign,1,0,0
59.13584626233249,16.389184436081855,35.40715865211936,31.45910225464163,38.702817374861255,3.3403695054959526,North America,Mobile,Books,Crypto,Budget Shopper,Ad Campaign,0,1,0
41.96821049319655,21.00098277958408,23.636367678710922,26.621583031701,30.950361317141525,2.6896083743570873,Other,Desktop,Electronics,Crypto,Regular,Referral,1,0,0
64.92688568959522,34.102548709013035,35.20071089295654,36.805548382637866,42.10021827774795,3.8414098368316507,Asia,Mobile,Books,Credit Card,Premium,Ad Campaign,0,0,1
47.28876398957431,28.265732692476305,20.162346558759666,30.994873713145537,33.450599518785104,3.0473688469249804,North America,Desktop,Electronics,PayPal,Premium,Organic Search,1,1,1
49.78632705651564,19.82368376679513,28.43002022431434,25.591029982332056,28.70175938687598,2.785215745364919,Europe,Desktop,Clothing,Bank Transfer,Premium,Organic Search,1,1,1
42.527883208521764,21.69237741127768,19.984897868115304,32.39289237648034,27.55121130909467,2.7747841331685024,North America,Desktop,Home,Credit Card,Regular,Ad Campaign,0,0,1
25.757597397270583,8.251675568337355,4.312030896095333,11.869227803994102,14.556651715415857,1.5009724592006122,Other,Mobile,Home,Crypto,Premium,Ad Campaign,1,0,1
58.8404539636105,30.697145760176834,37.73791467229757,36.18148172696804,40.86072801671331,3.693323930086277,North America,Desktop,Books,Bank Transfer,Premium,Organic Search,0,0,1
57.36843897092433,24.207487873647047,35.865377623297576,37.58850062410687,37.3997057990178,3.2641827081358947,Asia,Desktop,Clothing,PayPal,Premium,Ad Campaign,1,1,0
47.18672442881787,21.552858018607832,26.185172831679687,26.02947293649027,33.086628745909756,2.8794917887879814,Asia,Tablet,Clothing,Bank Transfer,Regular,Organic Search,0,0,1
50.66990717224872,20.355876612173216,28.89928504166246,33.81181887708104,36.742426153514195,3.248758666108663,Other,Desktop,Home,Credit Card,Regular,Ad Campaign,0,0,1
55.15939217704099,30.835377297638782,35.17209675459257,28.17890091502293,38.2742699280015,3.103681543953617,North America,Desktop,Home,Bank Transfer,Regular,Referral,0,1,0
34.374541431134574,21.479526298850615,19.91552624262539,26.433195655410984,23.29936645026523,2.066875765005679,North America,Desktop,Electronics,PayPal,Premium,Referral,1,0,1
44.70947322653705,21.181633763481457,28.658289271021292,26.882280995785262,25.567414692459163,2.880334406214735,Asia,Desktop,Clothing,Bank Transfer,Budget Shopper,Referral,0,1,0
57.94264679621827,29.162513372909277,30.529785833987727,32.37994244585544,37.65296903020772,3.269517539377934,Europe,Mobile,Home,Crypto,Budget Shopper,Ad Campaign,0,0,0
37.45710576830751,11.485595810986034,26.505334996151888,21.277536371274763,22.481302342344463,1.8753027446546253,Asia,Desktop,Home,Credit Card,Budget Shopper,Organic Search,0,1,0
52.935579321666296,24.969406420799213,30.558104393613544,34.99702467057065,33.2039027106183,3.528298233072295,North America,Tablet,Home,Bank Transfer,Premium,Referral,1,0,1
36.43418195376595,17.96606789167425,20.912033820797706,19.522688004857816,22.371348742321988,2.0183828985431553,North America,Mobile,Clothing,Bank Transfer,Premium,Referral,0,1,0
54.66429982433527,40.43611536731751,24.350090004180256,29.801149136910052,32.10205537408007,3.1589707881707296,Other,Tablet,Clothing,Crypto,Budget Shopper,Referral,1,1,0
49.643585177025166,19.261957459641764,28.59527319172153,28.900004715880144,25.417645303097398,3.1182624532545713,North America,Mobile,Books,PayPal,Regular,Organic Search,1,0,1
33.848681840944906,24.24522711423464,14.872977883794668,15.60136065348707,19.663142527467006,1.8450331244877234,Asia,Tablet,Books,PayPal,Budget Shopper,Referral,1,1,0
61.64739354457171,35.8079906396149,31.033794180136226,44.270611758510285,40.74763388570617,3.267082311112471,North America,Mobile,Home,Bank Transfer,Budget Shopper,Organic Search,0,0,1
42.65408423201951,22.730224138460436,19.790556000188186,23.32687217435281,23.006535091816467,2.526464726828058,Asia,Tablet,Home,Crypto,Premium,Ad Campaign,0,1,1
41.89747562985619,29.741840235903762,18.245554402874394,28.46495252263533,27.288246987057207,2.0070421386270083,Europe,Mobile,Electronics,Credit Card,Budget Shopper,Organic Search,1,1,0
52.00569197230943,27.86337334918903,38.16460189834651,32.04129551797674,40.45463926708951,2.909696253271976,North America,Tablet,Electronics,Credit Card,Premium,Organic Search,0,1,1
61.48637349428715,32.68898272548322,39.80853120080575,32.95368789464441,43.546840714669486,3.551010146615517,Europe,Desktop,Electronics,Bank Transfer,Premium,Organic Search,0,1,1
39.841781810216034,19.65528764002029,30.554633755267993,23.8812502492787,31.649553458562277,2.2508169197112524,Europe,Desktop,Clothing,PayPal,Budget Shopper,Organic Search,1,1,0
50.61679849847972,31.426243661332997,22.33621158616381,33.50609021633082,34.26986659327636,2.5406638427619166,Europe,Desktop,Clothing,PayPal,Budget Shopper,Referral,1,1,0
54.28816500330573,32.626428670707284,30.179132626417168,31.81985366163821,39.37359163260128,3.4738117942305085,Asia,Tablet,Clothing,Bank Transfer,Regular,Referral,0,1,0
56.93105607263144,25.33714159883466,25.491296526528863,38.931085426982975,34.47130989057319,3.269635163435323,North America,Mobile,Electronics,Crypto,Regular,Ad Campaign,1,0,0
51.76441555277225,19.285971803392286,25.339801606637952,35.144710902790806,31.39167917472502,3.2981519964513417,North America,Tablet,Clothing,Crypto,Premium,Ad Campaign,0,0,1
46.329721609166775,22.149957617605104,21.349775459667143,31.47349238413338,20.52732832447725,2.6068011898351937,Europe,Mobile,Home,Crypto,Premium,Referral,1,1,0
41.724097793512804,16.86185607476817,28.52638181541907,23.195831587015697,31.27217272493137,2.2109020653921387,Other,Desktop,Books,Bank Transfer,Premium,Organic Search,0,1,0
50.86143883046375,25.1130965421551,26.190757805297146,26.1974935071523,38.45106916917104,2.97746844395538,Asia,Mobile,Books,PayPal,Regular,Ad Campaign,0,1,0
39.27860988014393,25.82649561349266,26.41094243570224,21.11281550663518,23.594976063378112,2.232771563147894,Other,Tablet,Home,Credit Card,Regular,Organic Search,1,0,1
20.78649516505393,8.106739307093015,14.151116343927992,13.256860861699238,12.622390884894731,1.0,Asia,Tablet,Books,PayPal,Regular,Ad Campaign,0,1,1
54.365598041576675,26.968682114230464,40.26745330733873,34.80250567907542,32.699121329106475,3.4489718101979987,North America,Mobile,Books,Bank Transfer,Regular,Organic Search,0,0,1
59.039348410861955,29.809787879472953,25.81414262184532,26.73732342747538,39.71486389723149,3.214997402369427,North America,Tablet,Electronics,Credit Card,Regular,Organic Search,1,1,1
26.370675644581617,17.42749223331723,20.170421183560485,15.789952580301968,21.078203077539392,1.1496273646477324,North America,Desktop,Home,Credit Card,Premium,Referral,0,1,1
39.90269295290062,8.716899806527286,27.105465040898615,24.57397267303311,19.83704851080176,2.627491199495654,North America,Mobile,Electronics,Bank Transfer,Premium,Referral,0,1,0
56.191542610051975,25.062269831199504,26.525143664406933,32.60474854076898,37.95753755378167,3.087319830175354,Asia,Mobile,Books,Credit Card,Budget Shopper,Ad Campaign,0,1,1
70.574954697117,36.34389580995586,43.34832509754357,47.51006817433371,44.90536935210904,3.847196346640449,Other,Desktop,Electronics,Crypto,Budget Shopper,Referral,1,1,1
50.20793707675408,31.104363320511347,29.127017725832772,31.81188254305593,33.032039471773565,2.4665271046179944,North America,Mobile,Home,Crypto,Budget Shopper,Referral,1,0,1
42.71997058770866,18.900473056323303,22.47234065344943,30.872749984948783,29.374459887870646,2.877498429233343,Asia,Desktop,Electronics,Bank Transfer,Premium,Ad Campaign,1,1,0
48.1710355889516,14.702754264266428,22.78635988254938,28.03877927197003,30.652464597113664,2.466674282578869,North America,Tablet,Books,Crypto,Premium,Ad Campaign,1,0,0
63.74876419148185,34.9729393255716,31.82582777379368,41.99916848491681,41.07414273754297,3.63074545715443,Asia,Mobile,Books,Credit Card,Premium,Referral,1,0,1
43.54035820875465,18.593367160249176,33.17135144585173,32.66448050336287,27.552669749249283,2.728705823407542,Europe,Desktop,Books,Bank Transfer,Premium,Referral,0,1,0
42.00807993349746,15.055706671296925,23.10751664873228,30.45162175718912,30.701358663032334,2.5304935910823136,Europe,Tablet,Electronics,Crypto,Regular,Ad Campaign,0,1,1
45.17256477817968,19.464555440523718,28.36449563489039,22.73497249319287,30.82782696626303,2.5905361866996266,Other,Tablet,Books,Credit Card,Budget Shopper,Ad Campaign,0,1,0
40.466713917412875,19.31073017042719,18.697645437073096,23.265324040278202,27.07540642839913,1.9504044972028307,Asia,Desktop,Electronics,Credit Card,Premium,Referral,1,0,0
51.22670315994795,22.58962825728291,24.665348479974003,29.35536307416958,28.849026030143186,2.745324530593341,Europe,Mobile,Electronics,Bank Transfer,Regular,Organic Search,0,0,1
66.2467845846956,22.095562006852454,41.30466316320732,41.70508889112267,41.735380878806104,3.797135540846317,North America,Mobile,Electronics,Crypto,Premium,Ad Campaign,1,0,0
53.23079273116029,31.10072735001581,23.20384305015627,34.683889858754306,37.7453573364413,2.8598389265864634,North America,Tablet,Electronics,PayPal,Budget Shopper,Referral,0,1,1
47.47646497873713,30.112607695762176,24.2435937827317,25.130308291139333,30.99164024211286,2.7775709385822003,Other,Mobile,Books,PayPal,Budget Shopper,Organic Search,1,0,1
47.08188731084456,26.798553612119807,26.048161370789554,28.520486442174484,32.91158689561095,2.8678224292439225,Asia,Tablet,Clothing,Credit Card,Regular,Ad Campaign,0,0,1
34.36809191303343,11.495617604392633,19.403627260448626,12.541145819195513,28.52205104461845,2.24036482662377,Other,Tablet,Books,PayPal,Budget Shopper,Organic Search,0,0,0
58.83109777147159,28.408091215998205,31.551183991736675,41.06643868609051,41.875334793687394,3.0625594760526376,North America,Desktop,Home,Crypto,Budget Shopper,Ad Campaign,1,1,0
49.22162802987198,24.5782074387887,28.853084431361246,27.48347985521641,32.32011240136589,3.3383761244315995,North America,Mobile,Home,Credit Card,Budget Shopper,Organic Search,0,0,1
48.19520086409374,27.091572379856423,29.62521137643171,29.14057627783423,29.538418465975887,2.9485406111638124,North America,Mobile,Home,PayPal,Budget Shopper,Referral,0,0,1
81.93107567844861,44.30724028281471,48.36796057771372,47.92004655111692,44.317775604795955,4.607836264371471,Other,Desktop,Books,PayPal,Premium,Ad Campaign,1,1,0
52.98752908365686,22.82289554793595,24.707023857006057,36.37662775024778,33.852546675721975,3.285017268256306,Europe,Desktop,Clothing,Crypto,Budget Shopper,Ad Campaign,0,1,1
42.48208949904816,21.65102253159188,22.0864512837969,14.139227933839377,26.47231443902233,3.0104195979505946,Asia,Mobile,Clothing,Bank Transfer,Budget Shopper,Organic Search,0,1,0
45.736424037944566,25.15461404204849,30.531466099315733,27.375413053463102,31.09495730504778,2.2990943063803613,Europe,Mobile,Home,PayPal,Regular,Organic Search,1,0,0
61.48445709196755,38.021340156717606,37.84236374466458,36.46739922518974,39.4262288153675,3.441033417702025,North America,Tablet,Clothing,PayPal,Regular,Organic Search,1,0,0
51.13270410537764,29.088884751812436,21.945119726292916,28.865076912859852,32.11490996046669,2.37371763377596,Europe,Tablet,Home,Credit Card,Premium,Ad Campaign,1,0,1
35.61722021682633,21.75389354529076,21.17113067083939,28.27523831263833,16.923296884161847,2.1286033232134205,Asia,Tablet,Home,Bank Transfer,Premium,Referral,1,1,1
59.19228934575204,30.01527781252282,23.65374551797698,31.966055772028138,35.185100672713595,3.454073614932317,Asia,Tablet,Clothing,Credit Card,Budget Shopper,Ad Campaign,1,0,0
43.31855914461006,28.71157529832255,24.0364145888072,29.07832019570868,29.825342086798493,2.4942588413841786,Europe,Mobile,Home,Crypto,Budget Shopper,Ad Campaign,0,1,1
68.73297776217545,36.41530286088521,46.3430893445534,42.6647978121296,50.682112254378474,3.7358749351413403,Asia,Desktop,Books,Crypto,Premium,Referral,1,1,1
60.80048065714649,26.09480077770539,29.174747133720132,41.52636540442995,39.17897358403554,2.977565238537098,Other,Mobile,Home,Bank Transfer,Budget Shopper,Organic Search,1,0,0
45.52678104341249,29.780240372332198,21.285275869164753,24.64731228693747,30.73974643572755,2.711046884270897,Europe,Desktop,Home,PayPal,Regular,Referral,0,0,0
62.81016361735113,34.8945981713707,37.98372400662099,34.75422257391564,44.160279900613055,3.9059459058800163,North America,Desktop,Home,Bank Transfer,Premium,Referral,0,0,1
50.678555105274036,23.124057446994605,20.930598489457317,34.791412693074015,30.102932041727254,2.7665385248136154,Asia,Mobile,Books,Crypto,Budget Shopper,Ad Campaign,0,1,0
58.52773675122219,26.86640353861488,29.342857578689532,36.81792728405375,39.32687803979348,3.435291284148719,Asia,Tablet,Books,PayPal,Premium,Ad Campaign,0,1,1
54.84732817294475,28.906541812176183,32.8500156142375,26.728647517059816,33.05904794025153,2.7655077558000816,Europe,Mobile,Books,PayPal,Budget Shopper,Ad Campaign,0,0,0
41.536433450091266,23.084140701383557,19.990752082947886,22.764640012201678,30.02556727727786,2.513076043713088,North America,Mobile,Home,Crypto,Premium,Ad Campaign,1,1,0
43.56450167682538,22.768712166568722,22.898610979804587,27.684231621487474,28.846836757767562,2.4249122801443646,Other,Desktop,Electronics,Credit Card,Premium,Referral,0,0,1
60.29960817581161,31.70634745512023,36.51362019311405,39.530821791673326,40.23932666321259,3.2509546846686366,North America,Desktop,Home,Bank Transfer,Budget Shopper,Organic Search,1,0,1
46.65224667893459,31.825910212349196,27.55569304932855,25.27442539458893,27.58486525034242,2.5074955501518668,Europe,Mobile,Electronics,PayPal,Premium,Referral,0,0,1
45.96351536758003,28.339473444964444,26.480616235498328,15.921085261280254,32.350898247564764,2.555632710711353,Other,Mobile,Electronics,Credit Card,Premium,Ad Campaign,1,1,1
40.44877420650647,21.177565059578356,20.720775556863387,26.362157266852016,33.58819845853776,2.4363159139845543,Other,Desktop,Home,Credit Card,Premium,Referral,0,1,1
54.235990655934614,31.824548231804723,31.49506987947434,27.66031163378486,31.725702992358784,2.7919853536992463,Other,Desktop,Books,Bank Transfer,Premium,Referral,1,0,0
70.62524919243145,30.15000507857803,38.28708999538839,34.30579432296923,44.71725544831411,3.899163923693286,Other,Mobile,Books,PayPal,Premium,Ad Campaign,1,0,0
39.32467085745727,21.651970678462682,23.688694216267532,12.2654988145378,26.371662216935547,2.276006145656292,Asia,Mobile,Electronics,Bank Transfer,Budget Shopper,Organic Search,1,1,1
50.24219456672758,34.16762903202934,25.39701289866927,33.401240180827514,35.40984821035829,2.624067506613888,Other,Desktop,Home,Bank Transfer,Regular,Ad Campaign,1,0,0
64.12220555415429,30.970873300115276,34.445652670076925,38.987793134112444,39.72102161168715,4.057186030583385,Asia,Tablet,Clothing,Credit Card,Budget Shopper,Ad Campaign,1,1,1
49.203586087542845,20.363623400675998,22.607162281664507,28.6195261296767,22.06672494140326,2.6248155063955094,Other,Mobile,Clothing,Crypto,Regular,Ad Campaign,1,0,0
54.52371796249734,24.001414538283363,29.830510634345476,38.270328229349445,40.19757990519736,2.957824179823783,Other,Tablet,Clothing,Bank Transfer,Regular,Ad Campaign,1,1,0
39.376064718531204,14.23986717255366,18.007331708862363,26.17493756321101,28.256213485589782,2.05994309983984,North America,Desktop,Electronics,Credit Card,Regular,Ad Campaign,1,0,1
54.28307097207649,23.217725945399728,24.8424800089131,39.03504275413356,29.18367977514639,3.5212633792662764,Other,Tablet,Electronics,Bank Transfer,Budget Shopper,Ad Campaign,1,1,1
