Sequel,Based_On_Book,Big_Studio,Genre,Budget_Million,Box_Office_Million,Critic_Score,Audience_Score,Profit_Margin_Percent,Marketing_Spend_Million
No,False,Low,Drama,53.91431360428408,46.801548120857866,46.69205222707884,62.18351407743527,66.78247511634802,71.98652196032833
No,False,High,Comedy,43.807514641325675,56.180902472452516,40.821718508594174,45.95670783866379,52.824688730382896,49.56719774694893
Yes,False,High,Horror,66.468731555638,70.62201245512186,59.02477295343415,32.634254838810776,31.674599255194316,39.46196999873263
No,False,High,Action,76.73368843717734,67.45435830714332,67.50324289681494,47.13699607542814,52.18429678451586,55.43398589822249
No,True,High,Horror,29.469299918256013,36.54918458120938,41.37866435177952,44.6132386989158,58.160458586585534,79.30602267571759
Yes,False,Low,Horror,43.618195186894724,33.737817837305776,39.560107198795535,45.0258461155939,57.55605853825193,72.53485876773406
No,True,High,Horror,46.68284627029664,47.10821882430001,51.234822575245914,44.45790186763523,40.61972259426409,54.335657676040434
Yes,False,High,Action,40.38217393979052,31.031640379864598,47.799400884272146,27.21425985688671,23.706463696803667,50.47741313566614
No,False,Low,Action,49.40968608839857,58.45299663320993,50.24600695213954,43.31031371076429,53.383108028966014,51.60975780293524
No,True,High,Sci-Fi,47.50213521196527,32.65071110905799,59.96799522408798,39.74369137315238,48.39062284731492,40.53561694228762
No,False,High,Comedy,52.58767607302925,53.01407827239183,51.07824628523342,42.400255173001234,35.0823136789319,71.77161045790362
Yes,False,Low,Comedy,58.087423282834834,54.44099020985281,59.09828008725121,60.30198457698103,57.51930337443813,74.51124526792036
Yes,True,High,Sci-Fi,35.84449617106168,35.85189163702671,35.819682212301046,45.734105236453836,49.45426703712778,54.19293635024127
No,False,High,Sci-Fi,50.425459962519305,57.09135256016126,62.67905962939735,52.80587734919245,51.796206829180385,52.489779002866925
Yes,False,High,Horror,39.09445713503988,52.34160649410795,41.26095876191336,52.5727441572397,57.78189919105945,49.52589305652942
Yes,False,High,Sci-Fi,68.92335276018291,65.96857496413607,71.09036738191278,55.69158837316165,48.98405229895488,53.24451878384347
Yes,True,High,Drama,66.9659150233281,70.7810573864645,65.18369463136406,42.57127896299909,29.515199770238773,48.97239657189931
Yes,False,Low,Comedy,58.68462606454517,54.671205787474356,47.72967390500328,40.33135742655849,42.96037845569752,57.671941306998626
Yes,False,Low,Sci-Fi,37.284384587132486,28.672024553484093,41.15559570169246,52.458536203287274,52.67774927416342,71.79594529573703
Yes,False,Low,Drama,33.33268593451832,35.374576369447,36.20022243807101,56.32010226032917,51.50616617278593,70.25038235245553
No,False,Low,Drama,55.16380456422981,66.1585804848738,56.71980711115984,42.03051026224293,40.43364406206488,47.4196388318473
No,True,Low,Drama,50.46269617270559,43.12210508109774,55.060229787799976,46.333916158255356,39.665235102268795,62.277145707232684
Yes,True,Low,Drama,62.21184615650095,65.26004904074277,57.801056538112526,36.912225774644654,42.38130672916627,69.69226634034187
No,False,High,Horror,75.68401575830411,71.95295678595097,73.96005171149203,46.47756834569241,45.84374364144658,45.903175374976435
No,False,Low,Drama,46.43471060401009,41.99068396500036,37.84871191039653,44.42230520095843,53.15904434109374,62.12125458856504
No,True,Low,Horror,42.544770500479,38.04607562601729,35.475167426654764,53.216137251608835,59.13060993293627,78.20468781294716
No,True,High,Horror,50.53118415796041,53.638461502983546,45.76279953287286,62.193781301715234,56.85369644431369,56.326649024258415
Yes,False,High,Drama,71.71329703322901,56.66940519105176,70.7197632813321,48.49823387484196,44.85178529292062,29.731465853069356
No,True,Low,Comedy,38.821554496348604,39.29329943637973,47.47269549048269,49.3374905775979,41.130975652718114,22.24154435054497
No,False,High,Drama,50.89295026929701,52.19923945749352,53.3235423539859,65.73213529525454,70.73503579117269,64.66219104074932
Yes,True,Low,Drama,70.17957197057336,64.58486580885994,74.45595021315904,59.448156116620005,60.943096376877264,61.59774864485862
Yes,True,High,Drama,36.5033467550351,35.41734942781861,37.5226518720119,40.29691524770417,28.11853188855372,62.816022229058
No,True,Low,Comedy,41.148945894277304,48.75974439364658,51.493300896146884,69.05401308421538,67.46557821730968,67.33931210774713
No,True,High,Action,44.62714821549642,47.76046511292866,46.46156739947051,58.26158824438204,55.809768649549554,37.808200003653866
No,False,High,Action,55.55138969014546,51.873944287154906,58.045497687108735,47.810436792732695,46.91976411220042,47.89782069477546
No,True,Low,Horror,50.38049150818909,49.194342647467266,52.69626203079704,39.297601426536396,33.24316573161101,66.34595161686975
No,True,Low,Horror,55.96154905452585,49.55122749404602,46.34399614254811,49.17980131166594,39.78210695653308,71.03795615642903
No,False,Low,Comedy,41.84854567894871,35.42025337733842,41.92817181203114,26.591147870959084,39.920257371828654,56.14672156344352
Yes,True,Low,Sci-Fi,50.90714103692207,40.44564815281178,42.05328994992152,41.59708687117051,46.35347233824665,38.51583771401977
No,True,Low,Action,60.806273191551455,61.883529150987506,52.966422965952276,51.384423327342354,47.15458467432116,65.0994568613537
No,False,High,Horror,58.268796017187206,56.35668862269988,47.07466220468814,41.815152073508045,40.57874322440507,60.76701249934325
Yes,True,Low,Action,59.20123251285264,55.2692300280482,56.84606952908076,57.905413344447226,57.72744306250154,44.12627060208119
Yes,False,Low,Comedy,61.333204622091856,53.62824252812012,52.74389687556993,57.00743963800601,59.34086061915539,30.245488609704395
Yes,False,High,Comedy,72.02141037148583,58.39697352167378,58.481006179335694,55.38911023007347,58.4110140871971,68.56877547969927
Yes,False,High,Sci-Fi,53.73019129588955,42.14327707909333,56.06452080180401,36.05732925468793,40.92429375292202,50.738213834915925
No,False,Low,Sci-Fi,44.727476922866764,40.600807878989166,41.28675724882017,62.431988869761035,64.81293986487579,62.80046946891339
No,True,High,Comedy,69.24199713878949,61.96122327497504,59.02760460616099,40.45929979624511,33.64900061929945,62.24339396455758
No,False,High,Horror,64.29113031279547,62.022771639160986,53.14427996758308,51.89330665301398,50.769075263651665,42.79607231496853
No,True,Low,Action,36.3174583244205,43.60132619903886,40.7015092004572,32.965533154698406,43.78125180594039,66.26796039299161
No,True,High,Drama,44.04418535100484,50.603034605301616,45.91154660162155,68.27453841721496,58.884044328288226,47.10318537042757
No,True,High,Sci-Fi,52.17609664916594,50.54242098858132,41.491438312784986,53.44573331050766,62.516159844592984,37.56926726326911
Yes,True,Low,Drama,70.3280168279268,56.59480171539987,61.528286251641696,47.836117495940044,45.15722465494728,35.647822878657145
No,True,Low,Horror,50.00503010264429,56.98434313226086,58.07719772086694,53.684196407151454,48.679710749639696,59.95144693899526
Yes,True,High,Sci-Fi,31.29147026904277,33.66857454297326,34.02750037978157,72.23342879197654,68.57570513333066,83.91153480013969
Yes,True,High,Drama,47.363622853055745,58.1216851341258,48.557463226555114,65.88668723042456,67.6466410713849,60.61532634365195
No,True,Low,Horror,50.21393050977661,49.537559480566536,50.245100037290555,64.13511592634588,64.59685631319479,86.74737677375443
Yes,True,High,Action,41.580117189360294,35.28011295259797,48.45166529893977,73.83153275605949,68.21291262123927,81.73232726680881
No,True,High,Horror,49.65860645157678,51.78464047825867,47.84315482566076,46.378517919042686,46.53575979383258,67.74428846111061
Yes,False,High,Sci-Fi,42.92748193634804,47.55358011877181,55.94561599832349,49.750858863256674,46.1321510776549,83.61736950697792
No,False,Low,Comedy,55.06838947892492,37.79388819522937,36.58980645735044,54.1021619847091,50.78929598749729,81.92057981261419
Yes,False,High,Action,40.56589601696669,50.24149023244546,46.66800061959182,32.57258001997733,30.273747438141438,77.68043977078894
No,True,High,Drama,71.22563920775684,62.686235913152636,63.043489448011876,38.054181599589114,36.58488980264683,31.735049715707326
No,False,Low,Sci-Fi,50.05708525624667,53.46606030286489,43.70067391865286,43.61043226920762,39.23499274742911,56.44884228522114
No,False,High,Comedy,56.898372082361284,49.87455664228359,53.78704844078691,69.22669577827104,56.337579504351666,49.59454924366949
No,False,High,Horror,47.19018641261812,56.60882029641005,48.339249550306604,56.35841649785746,45.69386851876845,77.56695669622084
No,True,Low,Comedy,44.23656050588062,47.07432224585571,34.82506482186055,39.459609859717034,46.914783315779886,55.391242672989286
Yes,True,Low,Sci-Fi,51.070260110082195,55.665664170156624,42.853201082424064,44.70106897192323,40.62148729375019,86.28464954566348
Yes,True,Low,Sci-Fi,48.27151715797006,48.194408508563484,54.263640752759855,39.678079433866145,30.361872640393898,61.52343498287106
Yes,True,Low,Comedy,51.92385753646765,52.562596171724635,42.61142573437184,45.50065828022824,54.09082942167695,59.58071804627125
No,False,High,Horror,49.30311585939182,32.77649465897545,45.15177448493968,53.99382268377424,68.99963215886144,54.320284996499474
Yes,False,High,Comedy,41.454585691633724,47.30357041309838,48.56262236702937,51.21395603396296,57.33655142935121,57.23077797741383
No,False,Low,Sci-Fi,54.31716021244312,50.18056104384329,56.75179609436957,36.185816745913804,24.351581501518513,64.03117079148014
No,False,Low,Sci-Fi,44.37310709266832,42.4869479819341,47.79446282020824,58.58929384535888,50.60132108414387,59.00882350364536
Yes,True,High,Drama,51.14572781533234,47.16379779728946,54.191609226913,66.80982535881445,67.99333724474471,53.02695045639723
Yes,True,Low,Drama,50.9927386623692,54.97247468697011,45.78294013923134,52.22467310282819,61.70668973990873,53.915610530906925
No,True,High,Action,58.0355242295427,53.437150633557735,54.3854067773278,68.54051137061901,76.41223552887534,87.31529659882781
Yes,False,Low,Sci-Fi,55.75512466474498,55.74364419690733,49.88899517973178,45.12384450439126,32.38450784984788,89.96267555238308
No,True,High,Drama,49.772910286104306,47.385555281369,49.07671778252213,68.07848198564956,65.49119478819453,52.93803765438194
No,True,Low,Comedy,42.87888719663904,46.29024946351397,44.1190309000708,60.09190953135196,54.70468682382659,72.73455444202925
No,False,Low,Horror,39.03986701928031,37.83305650236705,38.64257602731282,55.635347204237235,49.81694176990961,47.5828668081285
No,False,High,Comedy,63.69342943465155,61.42104952112048,63.219874947016535,38.77700760625493,36.46436289555655,55.09755981725075
No,True,Low,Horror,57.090887569046934,54.851238515570216,54.202430304244224,49.736211106506204,52.48894322915651,43.6872897957348
Yes,True,High,Drama,64.72548882375025,62.2406933117065,56.182746571772384,65.53707750171722,65.89254648169265,75.29750718577132
Yes,True,High,Action,70.82013451222069,64.23398171264125,56.92215621300225,37.49271153486665,50.93567922211172,67.26784534418445
No,True,High,Comedy,51.915595037576466,48.199995398396595,46.86724322805616,57.04864864567683,46.448280150918535,70.13170944651884
No,True,High,Comedy,44.8911916408898,40.82976067394209,39.74803000008505,40.727558935804055,38.54446710529295,73.32386098556192
Yes,True,High,Comedy,43.31883744860584,32.116044233434344,38.036813154894915,34.55753724228286,32.973522532367284,46.95584494884021
Yes,False,Low,Horror,33.60133460472679,34.76351788096647,33.5429770591125,45.66472897989325,64.05595849056877,55.13373146766007
No,False,Low,Drama,63.02211422283039,51.28613657787453,53.65081357638041,39.38046412816293,40.42888467810436,66.67848544347751
Yes,False,High,Comedy,41.41192840771547,40.515338842018544,41.56496813975471,48.20261065953475,40.45542750282611,54.81649320959029
No,True,Low,Comedy,63.09847527831052,62.333441179085206,63.678388936014684,37.756260419851394,33.61057784231392,61.04137701134533
Yes,False,High,Action,44.499345156307754,47.87914194319838,49.301471651471886,51.14841933212384,43.667599076180885,48.004166168835546
No,True,Low,Action,41.51370069078128,54.853922839849396,36.95457189633949,45.44714004632966,48.196285114038666,79.94596187130628
Yes,True,Low,Drama,29.696497496883303,37.201068450496635,37.02629525759663,29.726271912482545,43.22195294223385,74.07796102781796
No,False,Low,Drama,38.25222798038415,41.87279772535028,47.58077813694413,48.591095964274,50.160501837397916,78.55616919748245
Yes,True,Low,Sci-Fi,65.95675684374314,69.49623582670691,61.9399309801274,51.23778758444629,56.06184418708979,69.88680711253271
Yes,True,High,Action,34.81366881060973,29.523217760974102,32.06906823655734,47.0960848448957,51.416949467721146,43.591861720796445
No,False,High,Sci-Fi,76.4863381337244,63.758632101899074,82.45561094686823,60.5986968287001,56.842321364907534,52.80709440025011
Yes,False,Low,Horror,36.824480283237,44.91313253158089,40.75913157203881,46.25424854039955,44.55192654251698,49.474012742736825
No,False,Low,Sci-Fi,59.76577221294131,56.5223786916656,51.68160520651737,45.77663566616818,53.428671785852664,56.140876647855706
Yes,True,High,Comedy,44.73810891259132,47.68500688546283,49.40380468655108,48.93233512490165,42.91938712954679,75.86645543505874
No,False,Low,Sci-Fi,48.72175304990578,42.10864838556653,46.36638751317447,58.15223651043314,61.921031692127784,37.90858750653531
Yes,False,High,Drama,29.61185558327294,38.484643096661856,29.578401704176798,31.099913828399757,34.75226690525776,51.245408603622415
No,True,High,Horror,46.75015529433983,44.97595389925546,49.48291447650344,56.684808318941464,69.80156889193206,54.08270985626356
Yes,False,High,Comedy,34.186073609901285,38.78085667982612,43.33581759331819,42.67460019391299,37.92394014084795,40.289750046296845
No,False,Low,Sci-Fi,37.6003918788705,27.391811193059418,32.019677964874376,44.22913643558117,47.34527558263596,63.07137382235025
Yes,False,High,Horror,53.507299104445515,50.28400184526171,40.89499404609099,55.108697107336134,43.239504990751335,54.870310210238124
No,True,Low,Horror,37.48288865856504,53.770113634121685,45.35537698458897,48.605029061491464,48.4102511402639,76.67725238347579
No,True,High,Comedy,65.82758147814542,64.7188062125622,69.85798538749059,58.97235717317223,52.510280478821066,55.873148994922246
No,True,Low,Sci-Fi,56.13862793731405,59.34142620996933,57.06815676678866,59.182752506961286,53.02231598188404,66.88413237453818
Yes,True,Low,Horror,71.72560778271041,65.96170682602228,64.07901380667157,54.83680560665394,52.5478359851828,61.72478052565915
No,False,Low,Horror,49.54879169319071,44.06382799664343,54.48045245620925,35.68175321685369,36.55789705723081,22.77731193021873
Yes,True,High,Action,44.1531516687588,53.70213729973414,48.07030590710236,50.14189661422118,56.65576433130666,38.47281610694968
No,True,High,Horror,27.926805275096875,25.07947915657208,18.18388557151821,68.83173464889887,67.17110634762032,65.75310703436533
Yes,False,Low,Action,43.065495846844215,48.57855540199529,47.307546613262815,63.59082441547782,61.03342482498607,65.06942724920067
No,False,Low,Sci-Fi,49.72039961665021,50.08081655825255,53.859195109098806,52.24765371374607,57.35284896236605,58.96995218248588
Yes,False,Low,Sci-Fi,51.70175192232251,52.04192938955291,54.2026494205693,57.0296643231504,59.470644907574346,79.95199961906765
Yes,True,High,Sci-Fi,58.65934671236064,48.506538748645525,37.235977123054795,39.215901810629916,32.35555160084701,67.64962111062594
No,True,High,Drama,45.64667708236225,41.60413218538108,47.362268188071816,55.858477370811926,63.31461330890721,83.55443269982462
Yes,True,High,Sci-Fi,27.041322271582395,36.02064870762524,28.632013884009584,29.470273145721773,36.45223663369799,23.104992793925135
Yes,False,High,Horror,46.704696319971696,56.20308210855587,54.19566568752831,48.85889058209735,54.79902286147543,86.01222036276656
No,False,Low,Comedy,48.63143099509672,49.937802892877635,48.65544186176826,48.75017307914437,47.71532165093025,50.892705505464335
Yes,True,Low,Action,63.52257126838429,64.53055604820551,69.59230056576953,48.039154477845976,45.286711454106594,60.37295449129866
Yes,False,High,Drama,53.796028047717925,46.95667697986828,58.511869188300196,38.99512035423102,54.39957437525911,77.8015785597801
Yes,False,High,Sci-Fi,34.53103774052135,46.221621587054095,47.20962129275326,50.13673648336803,58.22989238878415,28.278526553217183
No,False,Low,Sci-Fi,66.84740066918721,53.63947651668074,65.4467551563654,76.69158266802499,76.11781697709738,56.19999387769884
Yes,True,High,Comedy,15.731087131850957,26.170733525803072,36.42543691379531,56.2470008499749,52.4705398635661,75.13223032565843
No,False,High,Comedy,44.120827513162055,36.94373856307828,39.57861371750148,64.17956142909053,53.1455764370254,50.744253177596256
Yes,False,High,Drama,48.97997745743941,44.28401467097721,45.11913111042753,45.278015464380886,45.597034663017716,73.7061111125525
Yes,True,High,Action,60.70070183513028,53.065887406251036,59.584505882126926,51.50523482911809,40.313486930562675,70.14572579555693
Yes,True,High,Sci-Fi,26.197822559265454,23.878168879790227,31.278219644186,52.525547100704664,51.11391128048136,62.537503122427964
No,False,High,Drama,56.03161120435175,64.0008276434325,59.42444232561567,28.830744013809273,36.44951804580491,68.98349414581149
Yes,False,Low,Horror,53.95464213199733,43.102079243045495,48.69646720536448,61.04810029381703,61.316235309111796,79.41949955610194
Yes,True,High,Horror,57.513749662190655,55.74662173293888,60.037383211351155,67.2945287969247,70.54731203251026,69.03751454713301
No,True,High,Drama,49.785950802706566,48.787822007786644,47.152079915978135,49.17619274559768,63.48530763913267,73.93693293797335
Yes,False,Low,Sci-Fi,59.54621165772347,66.5697495740041,62.47441541231684,38.9954823564496,44.47475303931874,46.78059399464988
No,False,Low,Drama,27.79353783296237,22.322539549584583,30.163084542350866,46.52694766645327,46.9785441036247,68.72990706625761
No,False,Low,Sci-Fi,49.40027897602496,46.09833207919869,47.96615347092747,58.52038244201726,59.27350206488224,67.34047477913157
Yes,False,High,Comedy,63.042123319056756,55.91770100061588,62.669556949430586,50.45860190888402,44.698059609594154,76.85839935256874
No,True,Low,Drama,46.19006261910923,50.036904324818074,48.5165492625132,33.8780768030167,32.88051295357897,42.63006544958664
Yes,False,High,Sci-Fi,38.28940469080578,43.26275456582491,43.704056966465735,59.09359560146548,56.94844662065756,76.10415442868486
No,False,High,Drama,47.16749394049502,45.36428567735558,49.6659463147243,58.97290672476991,43.63238356193257,46.812540818452405
No,True,High,Drama,38.658509276641595,43.52569733998244,39.70642787966623,50.62390853280279,45.9637279102791,95.1096493677462
Yes,False,Low,Sci-Fi,40.90982110520221,28.81406437506051,43.12715502467256,52.058273672536295,47.43161688174128,46.67292049995113
No,True,Low,Sci-Fi,40.09218373383089,48.66540030311422,48.206258135554116,56.25418424641963,52.820086972145845,42.498393106445235
No,False,Low,Action,65.62453639861452,69.02271945343536,66.09954739879792,51.25196777800786,54.12758250132237,55.64242259191844
No,False,Low,Drama,34.3293253039158,57.4288967027914,43.948998120789945,52.60654872578375,48.36143872291913,75.72547328453135
No,True,Low,Horror,49.57331089134215,43.0012841536567,40.21994569605983,47.858781261511425,52.62136653191009,65.32571507182641
No,True,High,Drama,48.024618861543104,51.27122828583269,61.87155351735607,50.520181608543986,46.50596753005424,85.19252763823788
Yes,False,High,Drama,39.38890353355397,49.85307026680201,57.65560209137448,33.51305317865093,27.71798443059675,55.49255151562289
No,False,High,Sci-Fi,34.890082187043085,35.427356450443945,39.442597183809596,68.27270661348116,58.82184337719226,52.65049571291195
Yes,False,High,Drama,57.94365208059503,55.764982658525824,52.37862452101556,42.424062762525665,39.43783576517227,48.98316763792756
No,True,Low,Drama,52.567047943138625,44.97014238479005,49.666331495836616,51.36682257910084,56.63135443362848,52.10539146487638
Yes,False,Low,Horror,50.14521292711171,58.512544859426384,64.60279956327655,55.97181923643308,50.91341720977221,39.04178631113114
Yes,True,High,Sci-Fi,33.562849679750684,44.65954138933512,28.06274949181973,45.86986888207747,34.99202098549744,50.267679546723066
No,True,Low,Drama,57.84519296132589,61.36501639071386,59.803883433595125,43.69624578801706,49.77057217329773,41.84276115087137
No,False,Low,Comedy,60.21345768785487,54.8277302377907,46.158556865523,40.836320826528166,36.609866752782345,70.78455058983157
No,True,High,Action,34.2258125510057,36.73775303370171,39.64967378095648,38.5539511349187,32.89467288708199,82.20291778858805
Yes,False,High,Horror,32.25779066071474,43.22863939107423,42.37535470509626,46.857128357016386,50.15269633972685,63.32459482333981
No,False,Low,Drama,76.9810322134862,61.024683412700526,69.43905616016568,38.127996249493684,37.99937155303736,49.89150677386141
Yes,False,Low,Comedy,49.37537579795748,40.28181321428359,46.59837807829224,60.032965096959984,55.44839731275744,71.16413739919095
Yes,False,High,Drama,64.63004130379859,65.76024074960115,52.34868601860264,54.662651978167276,36.11679683776025,59.41110474187126
Yes,False,High,Drama,29.283308353038876,32.95555393124245,32.37242349282675,42.609736901784444,53.06828081785203,75.22271592220622
No,True,High,Sci-Fi,75.86876964099375,80.981028209039,79.73833736419242,47.335451794261004,59.879205946271156,45.81858203783489
No,True,Low,Sci-Fi,65.5106055946125,59.42980107421704,54.72700564861144,45.31027683902955,44.946184170503095,46.85995664694446
Yes,False,High,Sci-Fi,46.72139347476891,47.41039331579441,37.4288985734007,40.47611652890067,48.83851758051065,70.89238682363344
Yes,False,High,Comedy,52.553607409077216,40.29823712582378,58.30954217750171,39.66380569994596,47.8608946020296,59.695996752935535
No,True,Low,Drama,59.28231778520261,57.2117834414442,59.02185870353344,59.36140340917874,58.475719362650274,73.90315049191356
Yes,True,Low,Action,51.57367147515588,63.57985304883423,55.66394892429568,62.91520172872587,51.88476548515141,47.12213859863303
No,True,Low,Horror,51.74370674224427,52.10864427433275,58.78026682999625,65.22181866313244,59.94781205518306,66.50478996238864
Yes,True,Low,Sci-Fi,55.01570754339747,53.51917856072343,50.816184289441324,50.7961381387593,50.886731393785226,68.197309186166
No,False,Low,Sci-Fi,58.95775179619359,58.88254063722726,62.270829898415336,71.22923966019853,65.39881920119142,36.94318165958597
Yes,False,High,Drama,32.38169997709409,27.519424385890073,38.81477054858435,56.09324512042769,63.36270222274535,59.94868273297526
No,True,High,Drama,36.82868092899997,50.57290453262106,39.91464850443182,53.82994236658002,52.784557935529016,29.757122654662027
Yes,False,Low,Comedy,24.551404010022956,31.9627178017723,35.831334499136815,33.61134951067315,38.08815052265662,82.04780082851366
No,True,Low,Comedy,48.129395498889465,54.747661405551575,64.67235173187177,57.356199456567154,47.98984567318499,40.23597842268858
No,False,Low,Sci-Fi,40.68964925583405,53.73033623469344,38.24860683792777,49.77113941537418,37.685226427506876,57.166614355958785
Yes,True,Low,Drama,32.39862984474099,37.27073604736582,29.35234625294651,46.38126348541611,47.37429981419142,59.92647784604287
Yes,False,Low,Action,34.68507775434019,38.86962463842426,37.97612941230023,43.89218696539497,53.81244408441592,45.567974163256984
No,True,High,Horror,56.606125983137936,51.816252329706465,55.94565494210889,49.5544096688336,53.176234316059364,87.73807023703685
Yes,True,High,Drama,41.628870788339185,48.13081580623302,49.369644738759874,58.40971982535257,66.2810708906145,49.62457765085543
No,False,High,Drama,31.41563919933722,46.698900181367236,28.589572755474137,19.337166796209775,33.48167007474921,55.95310229689084
Yes,True,High,Comedy,33.39249275212358,33.14861688501436,34.656044600278506,33.74333623200887,32.48561369797774,49.65752534689566
No,False,Low,Horror,55.60885347027116,61.77932113695986,49.47975320594923,44.98583537337698,51.3600514127735,49.530125691925974
No,False,High,Sci-Fi,54.46659203156122,37.708655445395195,43.63093958924455,66.33170918301902,66.40542395853565,58.3652815295116
No,True,Low,Drama,50.33191817387538,47.25742913300602,43.23409241915392,44.19430606691707,50.05086788403638,70.54582802385087
No,False,Low,Sci-Fi,56.30229671873509,44.588870914134226,50.14443923268767,57.09252920949498,58.10391735110131,62.40196729140904
No,False,Low,Drama,48.240373613120376,51.826513844655054,59.552948273287974,48.91269869300382,50.14425676802361,48.622069519281105
No,False,High,Sci-Fi,69.26816132100413,56.10385749465235,55.259633181036726,53.93923476588309,50.997988068945126,59.905623074249036
Yes,False,Low,Horror,42.15766975680699,47.908558609590045,43.05281185489984,57.88382658098394,56.269183568267835,39.49492082407677
Yes,False,High,Comedy,44.27617823296516,55.44623352733167,45.27980289481999,58.422400925423275,61.63927791433997,77.74891979135882
Yes,True,High,Horror,53.05089797885191,57.3604370251706,54.02906902396918,50.15458014039109,48.675677448618494,52.410538635318034
No,False,Low,Action,38.581545248924066,48.62085288472439,44.50247859809131,44.963292136848764,41.88647348053583,53.21307282847493
No,False,Low,Comedy,28.939216004042116,31.20270698922193,26.08672165786798,53.49965838888178,53.125837197066815,30.807767086282023
No,False,Low,Horror,55.48984906644758,57.50329649900731,64.73567595749266,30.853497222315603,45.71218749086794,52.399543547409365
No,False,High,Action,57.48328358862936,62.74343233226688,66.1111293598696,33.223862013011924,38.32277090234585,85.23483319428004
Yes,False,Low,Drama,76.99125421916933,71.38409469198685,69.98341768636058,57.94082460374373,54.39510265621251,69.17281640556189
Yes,True,High,Drama,72.88911839621514,72.08086329677816,64.77603876486809,40.54882688401647,45.7414743587834,76.63495678685508
No,False,Low,Sci-Fi,35.92447895630231,40.94576371397455,36.65064596737467,48.775629518739436,64.85524871683836,61.749161934484086
Yes,True,Low,Comedy,32.224378960320706,51.101353500764176,47.40369520033807,54.59884967415631,45.68921635584303,20.697642182287304
Yes,True,High,Drama,77.44917199289432,74.34519581856657,71.06682943244279,44.39348218580968,49.057148623592624,61.04403110457312
No,True,High,Comedy,53.54457088906855,45.65786428073726,52.51135500053473,39.011817008221584,40.9888341050292,63.018194562897186
Yes,True,High,Drama,43.94201018641646,45.836530691332456,47.90480345096852,57.019021362371326,53.95082009860219,73.43458711744594
No,False,High,Sci-Fi,34.4538386844416,36.04185885476152,34.91683884506433,63.16835742592283,55.997862269773876,59.448895416511284
Yes,True,High,Horror,52.467927267427974,62.339116181432715,50.36127589407592,50.32210771237455,47.87810923050088,48.42313486496347
No,True,High,Sci-Fi,74.14241253410935,63.76608739783467,72.39867773834132,46.67139969025492,40.74728209790431,58.51199251245805
No,False,Low,Action,59.242415809807916,68.36360350620558,62.794912213062496,48.355973170868225,53.671292877742914,54.86609602640368
No,False,Low,Drama,39.523351979390576,40.52237298808062,42.917695284418265,48.30064008609206,29.506984857778953,67.85466855053818
No,False,High,Action,43.754349841974026,43.666678654750406,42.02251013314619,46.39442260780494,34.93750798246072,58.545442234970366
Yes,True,Low,Action,45.113182338944284,43.26561447564652,38.86484214802371,51.77475576637218,58.21232526701856,45.14791662383653
No,False,High,Comedy,46.70759580836629,40.21207781419196,40.187331090708234,38.63958784943896,45.00951191103508,68.50349727808192
No,False,Low,Drama,30.791154201273233,32.139179694587696,26.545229430995263,39.284181862453366,54.541872790872716,48.91713748036209
No,True,Low,Action,54.25068588934401,50.29727703446439,49.949258375494736,29.126619164126947,33.946087231630266,55.260050326750324
Yes,False,High,Horror,53.25765076504331,61.731368490487064,66.9209634995846,41.847707779214666,30.30891576358107,53.041229395172095
No,False,High,Action,57.512590271405124,58.029807020538485,51.86228313065342,49.29987374043591,49.10797486076025,63.55834446051187
Yes,False,High,Horror,58.06855908558809,63.35447896349337,68.3202360549761,33.36918758781245,43.44900694296276,39.430756646125914
No,False,Low,Comedy,69.56761648123928,53.789942764673775,62.05236555644077,29.709027838293274,33.94107980254546,60.481623687469146
Yes,True,High,Action,39.210695544607596,40.0694990086107,38.11264966998053,53.88421226557982,49.448944738166176,76.20658597253173
Yes,False,Low,Sci-Fi,38.14112255976729,26.821669148636058,49.09190336050393,48.17082741087174,49.880889654396604,61.43657123483165
No,False,High,Comedy,45.600273082141335,43.048114592358665,46.62309408838563,70.58423167296569,70.24726160188622,49.988555689898675
Yes,True,Low,Horror,36.1241511894847,39.3497128323237,37.83853657188717,67.60823519500715,64.40853197446152,54.51522796726778
No,False,Low,Comedy,48.09164193411982,45.08755318905596,52.3258171122696,69.17912087343339,58.614422352316254,64.43621679705177
No,True,High,Action,22.812376206344283,23.883047325921606,9.266720331594026,44.625183212742435,47.16864822546346,68.40446252297764
No,False,Low,Drama,58.39105416950629,58.0669920131734,61.37724804914799,49.338537095712596,47.313391591573094,82.55905119249392
Yes,True,Low,Drama,52.68438263747892,46.95942172925121,51.022747773788666,58.27531241867226,60.25814956228172,35.61386126512987
Yes,True,High,Horror,52.69162407715642,62.39706944653925,56.48049457410237,28.132368550139645,20.3277052054032,63.951566529760804
No,True,Low,Horror,63.09621794990981,59.20686062835677,63.27208306834968,38.69105866572208,40.72033532740094,62.78088960774829
No,True,High,Drama,59.019797908471006,62.0392877825713,61.66933144661135,65.3548049215357,70.56697320152017,58.99861232734006
Yes,False,High,Horror,60.18827498045342,58.137322531546445,63.58459895421702,58.84690845650239,49.61851242949805,65.3315935854069
No,True,High,Comedy,52.01915793181307,54.873780351565884,53.617443158324846,55.329642881785745,51.413554154193974,56.55696094784653
No,False,High,Sci-Fi,42.565009693642395,41.677471411756216,38.17355892329166,51.348355370767905,41.23609455975756,45.01779433523058
